date,reporter_iso,partner_iso,H,W_type,A,TC,bilateral_tariff,tariff_reduction,TC_relief,qtr,pair,origin_time,dest_time
2016-03-31,KHM,BRN,8,Time-Varying,0.12699613278693095,0.0,7.473481017431976,0.0,0.0,2016Qq,KHM_BRN,KHM_2016Qq,BRN_2016Qq
2016-03-31,CHN,BRN,8,Time-Varying,0.14094027112578947,0.0,11.075448519014383,0.0,0.0,2016Qq,CHN_BRN,CHN_2016Qq,BRN_2016Qq
2016-03-31,IDN,BRN,8,Time-Varying,0.0,0.0,14.404585843529144,0.0,0.0,2016Qq,IDN_BRN,IDN_2016Qq,BRN_2016Qq
2016-03-31,JPN,BRN,8,Time-Varying,0.1818202684368735,0.0,5.055221171236024,0.0,0.0,2016Qq,JPN_BRN,JPN_2016Qq,BRN_2016Qq
2016-03-31,KOR,BRN,8,Time-Varying,0.0,0.0,11.334037565104236,0.0,0.0,2016Qq,KOR_BRN,KOR_2016Qq,BRN_2016Qq
2016-03-31,LAO,BRN,8,Time-Varying,0.41535229388932565,0.0,7.582443882989583,0.0,0.0,2016Qq,LAO_BRN,LAO_2016Qq,BRN_2016Qq
2016-03-31,MYS,BRN,8,Time-Varying,0.0,0.0,8.75582952639944,0.0,0.0,2016Qq,MYS_BRN,MYS_2016Qq,BRN_2016Qq
2016-03-31,MMR,BRN,8,Time-Varying,0.8918362724153749,0.0,7.093493233367103,0.0,0.0,2016Qq,MMR_BRN,MMR_2016Qq,BRN_2016Qq
2016-03-31,NZL,BRN,8,Time-Varying,0.0,0.0,13.870864242651171,0.0,0.0,2016Qq,NZL_BRN,NZL_2016Qq,BRN_2016Qq
2016-03-31,PHL,BRN,8,Time-Varying,0.0,0.0,14.54865280663194,0.0,0.0,2016Qq,PHL_BRN,PHL_2016Qq,BRN_2016Qq
2016-03-31,SGP,BRN,8,Time-Varying,0.0,0.0,14.611905638239142,0.0,0.0,2016Qq,SGP_BRN,SGP_2016Qq,BRN_2016Qq
2016-03-31,THA,BRN,8,Time-Varying,0.3443745807338284,0.0,14.053819764192635,0.0,0.0,2016Qq,THA_BRN,THA_2016Qq,BRN_2016Qq
2016-03-31,VNM,BRN,8,Time-Varying,0.3901297787797725,0.0,12.771469159274368,0.0,0.0,2016Qq,VNM_BRN,VNM_2016Qq,BRN_2016Qq
2016-03-31,AUS,KHM,8,Time-Varying,0.16778656208479686,0.0,12.282163486118597,0.0,0.0,2016Qq,AUS_KHM,AUS_2016Qq,KHM_2016Qq
2016-03-31,BRN,KHM,8,Time-Varying,0.5051058018752945,0.0,8.533522280260527,0.0,0.0,2016Qq,BRN_KHM,BRN_2016Qq,KHM_2016Qq
2016-03-31,CHN,KHM,8,Time-Varying,0.49096246255567577,0.0,14.488855372533331,0.0,0.0,2016Qq,CHN_KHM,CHN_2016Qq,KHM_2016Qq
2016-03-31,IDN,KHM,8,Time-Varying,0.3539353311247237,0.0,8.701587002554444,0.0,0.0,2016Qq,IDN_KHM,IDN_2016Qq,KHM_2016Qq
2016-03-31,JPN,KHM,8,Time-Varying,0.16242540237347386,0.0,12.290071680409874,0.0,0.0,2016Qq,JPN_KHM,JPN_2016Qq,KHM_2016Qq
2016-03-31,KOR,KHM,8,Time-Varying,0.012677009451612301,0.0,6.865700588860358,0.0,0.0,2016Qq,KOR_KHM,KOR_2016Qq,KHM_2016Qq
2016-03-31,LAO,KHM,8,Time-Varying,0.5643250048733541,0.0,9.926180939928695,0.0,0.0,2016Qq,LAO_KHM,LAO_2016Qq,KHM_2016Qq
2016-03-31,MYS,KHM,8,Time-Varying,0.06917518643141438,0.0,5.359422737967421,0.0,0.0,2016Qq,MYS_KHM,MYS_2016Qq,KHM_2016Qq
2016-03-31,MMR,KHM,8,Time-Varying,0.7666449910562018,0.0,11.18254771530296,0.0,0.0,2016Qq,MMR_KHM,MMR_2016Qq,KHM_2016Qq
2016-03-31,NZL,KHM,8,Time-Varying,0.6212306049211109,0.0,5.841399649950488,0.0,0.0,2016Qq,NZL_KHM,NZL_2016Qq,KHM_2016Qq
2016-03-31,PHL,KHM,8,Time-Varying,0.3714786170983561,0.0,11.117207462343522,0.0,0.0,2016Qq,PHL_KHM,PHL_2016Qq,KHM_2016Qq
2016-03-31,SGP,KHM,8,Time-Varying,0.08781121979497788,0.0,5.6936130087516545,0.0,0.0,2016Qq,SGP_KHM,SGP_2016Qq,KHM_2016Qq
2016-03-31,THA,KHM,8,Time-Varying,0.15824274946186007,0.0,14.50061967050805,0.0,0.0,2016Qq,THA_KHM,THA_2016Qq,KHM_2016Qq
2016-03-31,VNM,KHM,8,Time-Varying,0.0,0.0,14.06354385094736,0.0,0.0,2016Qq,VNM_KHM,VNM_2016Qq,KHM_2016Qq
2016-03-31,AUS,CHN,8,Time-Varying,0.18967376410560952,0.0,13.18014765922493,0.0,0.0,2016Qq,AUS_CHN,AUS_2016Qq,CHN_2016Qq
2016-03-31,BRN,CHN,8,Time-Varying,0.8080377377938661,0.0,12.460448792654232,0.0,0.0,2016Qq,BRN_CHN,BRN_2016Qq,CHN_2016Qq
2016-03-31,KHM,CHN,8,Time-Varying,0.634681928410771,0.0,11.847311725538791,0.0,0.0,2016Qq,KHM_CHN,KHM_2016Qq,CHN_2016Qq
2016-03-31,IDN,CHN,8,Time-Varying,0.28584135090803486,0.0,10.48733789366586,0.0,0.0,2016Qq,IDN_CHN,IDN_2016Qq,CHN_2016Qq
2016-03-31,JPN,CHN,8,Time-Varying,0.5580002762343073,0.0,5.343885211152184,0.0,0.0,2016Qq,JPN_CHN,JPN_2016Qq,CHN_2016Qq
2016-03-31,KOR,CHN,8,Time-Varying,0.3554745700969872,0.0,8.109823217156622,0.0,0.0,2016Qq,KOR_CHN,KOR_2016Qq,CHN_2016Qq
2016-03-31,LAO,CHN,8,Time-Varying,0.5335091845949493,0.0,6.13557592199629,0.0,0.0,2016Qq,LAO_CHN,LAO_2016Qq,CHN_2016Qq
2016-03-31,MYS,CHN,8,Time-Varying,0.3596752606756828,0.0,13.511366715168569,0.0,0.0,2016Qq,MYS_CHN,MYS_2016Qq,CHN_2016Qq
2016-03-31,MMR,CHN,8,Time-Varying,0.45502747709378083,0.0,6.280458389577724,0.0,0.0,2016Qq,MMR_CHN,MMR_2016Qq,CHN_2016Qq
2016-03-31,NZL,CHN,8,Time-Varying,0.4844555723028858,0.0,5.407751415547639,0.0,0.0,2016Qq,NZL_CHN,NZL_2016Qq,CHN_2016Qq
2016-03-31,PHL,CHN,8,Time-Varying,0.44325176361646296,0.0,6.270605126518848,0.0,0.0,2016Qq,PHL_CHN,PHL_2016Qq,CHN_2016Qq
2016-03-31,SGP,CHN,8,Time-Varying,0.29181220218870285,0.0,13.554605840110073,0.0,0.0,2016Qq,SGP_CHN,SGP_2016Qq,CHN_2016Qq
2016-03-31,THA,CHN,8,Time-Varying,0.3839897330424074,0.0,13.144684825889358,0.0,0.0,2016Qq,THA_CHN,THA_2016Qq,CHN_2016Qq
2016-03-31,VNM,CHN,8,Time-Varying,0.0,0.0,12.915790437258485,0.0,0.0,2016Qq,VNM_CHN,VNM_2016Qq,CHN_2016Qq
2016-03-31,AUS,IDN,8,Time-Varying,0.1324637408745037,0.0,8.63629602379294,0.0,0.0,2016Qq,AUS_IDN,AUS_2016Qq,IDN_2016Qq
2016-03-31,BRN,IDN,8,Time-Varying,0.7568812965006907,0.0,10.538542844013207,0.0,0.0,2016Qq,BRN_IDN,BRN_2016Qq,IDN_2016Qq
2016-03-31,KHM,IDN,8,Time-Varying,0.440193866770801,0.0,6.504168911035282,0.0,0.0,2016Qq,KHM_IDN,KHM_2016Qq,IDN_2016Qq
2016-03-31,CHN,IDN,8,Time-Varying,0.31724522385165344,0.0,13.324426408004218,0.0,0.0,2016Qq,CHN_IDN,CHN_2016Qq,IDN_2016Qq
2016-03-31,JPN,IDN,8,Time-Varying,0.2743139261603559,0.0,10.978999788110851,0.0,0.0,2016Qq,JPN_IDN,JPN_2016Qq,IDN_2016Qq
2016-03-31,KOR,IDN,8,Time-Varying,0.08057647868872764,0.0,10.22732829381994,0.0,0.0,2016Qq,KOR_IDN,KOR_2016Qq,IDN_2016Qq
2016-03-31,LAO,IDN,8,Time-Varying,0.492332354739273,0.0,7.129641615089107,0.0,0.0,2016Qq,LAO_IDN,LAO_2016Qq,IDN_2016Qq
2016-03-31,MYS,IDN,8,Time-Varying,0.1267476538851774,0.0,12.024840839871093,0.0,0.0,2016Qq,MYS_IDN,MYS_2016Qq,IDN_2016Qq
2016-03-31,MMR,IDN,8,Time-Varying,0.6211445729622628,0.0,5.887025337570556,0.0,0.0,2016Qq,MMR_IDN,MMR_2016Qq,IDN_2016Qq
2016-03-31,NZL,IDN,8,Time-Varying,0.3813532763682081,0.0,8.410663510502586,0.0,0.0,2016Qq,NZL_IDN,NZL_2016Qq,IDN_2016Qq
2016-03-31,PHL,IDN,8,Time-Varying,0.2003851630050519,0.0,7.708322512620742,0.0,0.0,2016Qq,PHL_IDN,PHL_2016Qq,IDN_2016Qq
2016-03-31,SGP,IDN,8,Time-Varying,0.13332584153266214,0.0,13.564898411883222,0.0,0.0,2016Qq,SGP_IDN,SGP_2016Qq,IDN_2016Qq
2016-03-31,THA,IDN,8,Time-Varying,0.17197003210959397,0.0,12.764129607419967,0.0,0.0,2016Qq,THA_IDN,THA_2016Qq,IDN_2016Qq
2016-03-31,VNM,IDN,8,Time-Varying,0.05860584380531145,0.0,12.0096913145912,0.0,0.0,2016Qq,VNM_IDN,VNM_2016Qq,IDN_2016Qq
2016-03-31,AUS,JPN,8,Time-Varying,0.14095607116479125,0.0,10.107473025775658,0.0,0.0,2016Qq,AUS_JPN,AUS_2016Qq,JPN_2016Qq
2016-03-31,BRN,JPN,8,Time-Varying,0.8012518956069056,0.0,8.74870579523704,0.0,0.0,2016Qq,BRN_JPN,BRN_2016Qq,JPN_2016Qq
2016-03-31,KHM,JPN,8,Time-Varying,0.2883002243928972,0.0,13.22537242923169,0.0,0.0,2016Qq,KHM_JPN,KHM_2016Qq,JPN_2016Qq
2016-03-31,CHN,JPN,8,Time-Varying,0.48773607216357445,0.0,8.745401188473625,0.0,0.0,2016Qq,CHN_JPN,CHN_2016Qq,JPN_2016Qq
2016-03-31,IDN,JPN,8,Time-Varying,0.28163900471987924,0.0,7.242693094605598,0.0,0.0,2016Qq,IDN_JPN,IDN_2016Qq,JPN_2016Qq
2016-03-31,KOR,JPN,8,Time-Varying,0.006018141590676568,0.0,11.375574713552131,0.0,0.0,2016Qq,KOR_JPN,KOR_2016Qq,JPN_2016Qq
2016-03-31,LAO,JPN,8,Time-Varying,0.5114490420902545,0.0,12.723183917356394,0.0,0.0,2016Qq,LAO_JPN,LAO_2016Qq,JPN_2016Qq
2016-03-31,MYS,JPN,8,Time-Varying,0.08320139061240135,0.0,10.568012624583504,0.0,0.0,2016Qq,MYS_JPN,MYS_2016Qq,JPN_2016Qq
2016-03-31,MMR,JPN,8,Time-Varying,0.7209963584457445,0.0,11.408747448032146,0.0,0.0,2016Qq,MMR_JPN,MMR_2016Qq,JPN_2016Qq
2016-03-31,NZL,JPN,8,Time-Varying,0.25847850560880836,0.0,5.165878289278561,0.0,0.0,2016Qq,NZL_JPN,NZL_2016Qq,JPN_2016Qq
2016-03-31,PHL,JPN,8,Time-Varying,0.0759013656498809,0.0,7.1582102749684315,0.0,0.0,2016Qq,PHL_JPN,PHL_2016Qq,JPN_2016Qq
2016-03-31,SGP,JPN,8,Time-Varying,0.10174375048341423,0.0,5.978341606510015,0.0,0.0,2016Qq,SGP_JPN,SGP_2016Qq,JPN_2016Qq
2016-03-31,THA,JPN,8,Time-Varying,0.15220280523097604,0.0,11.967371653641507,0.0,0.0,2016Qq,THA_JPN,THA_2016Qq,JPN_2016Qq
2016-03-31,VNM,JPN,8,Time-Varying,0.08605806638699233,0.0,9.944203047025814,0.0,0.0,2016Qq,VNM_JPN,VNM_2016Qq,JPN_2016Qq
2016-03-31,AUS,KOR,8,Time-Varying,0.13922841774921083,0.0,6.198653673336828,0.0,0.0,2016Qq,AUS_KOR,AUS_2016Qq,KOR_2016Qq
2016-03-31,BRN,KOR,8,Time-Varying,0.7256421883800669,0.0,7.235958385194526,0.0,0.0,2016Qq,BRN_KOR,BRN_2016Qq,KOR_2016Qq
2016-03-31,KHM,KOR,8,Time-Varying,0.2969360398005031,0.0,11.1341519593579,0.0,0.0,2016Qq,KHM_KOR,KHM_2016Qq,KOR_2016Qq
2016-03-31,CHN,KOR,8,Time-Varying,0.4385001940653001,0.0,10.986584841970366,0.0,0.0,2016Qq,CHN_KOR,CHN_2016Qq,KOR_2016Qq
2016-03-31,IDN,KOR,8,Time-Varying,0.2782519544851104,0.0,8.253996981592678,0.0,0.0,2016Qq,IDN_KOR,IDN_2016Qq,KOR_2016Qq
2016-03-31,JPN,KOR,8,Time-Varying,0.17643377115486278,0.0,11.62522284353982,0.0,0.0,2016Qq,JPN_KOR,JPN_2016Qq,KOR_2016Qq
2016-03-31,LAO,KOR,8,Time-Varying,0.502942041887298,0.0,10.519068387744856,0.0,0.0,2016Qq,LAO_KOR,LAO_2016Qq,KOR_2016Qq
2016-03-31,MYS,KOR,8,Time-Varying,0.08374802148849894,0.0,10.70061170089365,0.0,0.0,2016Qq,MYS_KOR,MYS_2016Qq,KOR_2016Qq
2016-03-31,MMR,KOR,8,Time-Varying,0.7027447681389747,0.0,13.967884099060118,0.0,0.0,2016Qq,MMR_KOR,MMR_2016Qq,KOR_2016Qq
2016-03-31,NZL,KOR,8,Time-Varying,0.2999909546462728,0.0,11.4517279040945,0.0,0.0,2016Qq,NZL_KOR,NZL_2016Qq,KOR_2016Qq
2016-03-31,PHL,KOR,8,Time-Varying,0.10513451828007855,0.0,5.516817211686077,0.0,0.0,2016Qq,PHL_KOR,PHL_2016Qq,KOR_2016Qq
2016-03-31,SGP,KOR,8,Time-Varying,0.09436768077078704,0.0,6.732018699100152,0.0,0.0,2016Qq,SGP_KOR,SGP_2016Qq,KOR_2016Qq
2016-03-31,THA,KOR,8,Time-Varying,0.1748930003690731,0.0,12.350710438038858,0.0,0.0,2016Qq,THA_KOR,THA_2016Qq,KOR_2016Qq
2016-03-31,VNM,KOR,8,Time-Varying,0.055599278154762496,0.0,9.41530501373377,0.0,0.0,2016Qq,VNM_KOR,VNM_2016Qq,KOR_2016Qq
2016-03-31,AUS,LAO,8,Time-Varying,0.11171341663704307,0.0,11.335297107608948,0.0,0.0,2016Qq,AUS_LAO,AUS_2016Qq,LAO_2016Qq
2016-03-31,BRN,LAO,8,Time-Varying,0.7598912679941455,0.0,14.743948076661663,0.0,0.0,2016Qq,BRN_LAO,BRN_2016Qq,LAO_2016Qq
2016-03-31,KHM,LAO,8,Time-Varying,0.47326001342991053,0.0,14.540510272587223,0.0,0.0,2016Qq,KHM_LAO,KHM_2016Qq,LAO_2016Qq
2016-03-31,CHN,LAO,8,Time-Varying,0.3539229163342613,0.0,8.046137691733707,0.0,0.0,2016Qq,CHN_LAO,CHN_2016Qq,LAO_2016Qq
2016-03-31,IDN,LAO,8,Time-Varying,0.22357467432986103,0.0,9.281841483173142,0.0,0.0,2016Qq,IDN_LAO,IDN_2016Qq,LAO_2016Qq
2016-03-31,JPN,LAO,8,Time-Varying,0.25746261343005084,0.0,8.584657285442727,0.0,0.0,2016Qq,JPN_LAO,JPN_2016Qq,LAO_2016Qq
2016-03-31,KOR,LAO,8,Time-Varying,0.051395490362485446,0.0,13.074401551640625,0.0,0.0,2016Qq,KOR_LAO,KOR_2016Qq,LAO_2016Qq
2016-03-31,MYS,LAO,8,Time-Varying,0.0813793392842414,0.0,7.865412521282844,0.0,0.0,2016Qq,MYS_LAO,MYS_2016Qq,LAO_2016Qq
2016-03-31,MMR,LAO,8,Time-Varying,0.6007195089077192,0.0,12.474709381337563,0.0,0.0,2016Qq,MMR_LAO,MMR_2016Qq,LAO_2016Qq
2016-03-31,NZL,LAO,8,Time-Varying,0.46785393036002637,0.0,11.0642905965959,0.0,0.0,2016Qq,NZL_LAO,NZL_2016Qq,LAO_2016Qq
2016-03-31,PHL,LAO,8,Time-Varying,0.17791564568427384,0.0,8.559726786512616,0.0,0.0,2016Qq,PHL_LAO,PHL_2016Qq,LAO_2016Qq
2016-03-31,SGP,LAO,8,Time-Varying,0.07780368999323736,0.0,5.944429607559284,0.0,0.0,2016Qq,SGP_LAO,SGP_2016Qq,LAO_2016Qq
2016-03-31,THA,LAO,8,Time-Varying,0.23360091281403725,0.0,11.318372121697992,0.0,0.0,2016Qq,THA_LAO,THA_2016Qq,LAO_2016Qq
2016-03-31,VNM,LAO,8,Time-Varying,0.15310044557411184,0.0,5.113536447674191,0.0,0.0,2016Qq,VNM_LAO,VNM_2016Qq,LAO_2016Qq
2016-03-31,AUS,MYS,8,Time-Varying,0.14145178028674066,0.0,7.5178229582536416,0.0,0.0,2016Qq,AUS_MYS,AUS_2016Qq,MYS_2016Qq
2016-03-31,BRN,MYS,8,Time-Varying,0.7235141268365579,0.0,11.293986381352624,0.0,0.0,2016Qq,BRN_MYS,BRN_2016Qq,MYS_2016Qq
2016-03-31,KHM,MYS,8,Time-Varying,0.31588678058924974,0.0,14.699143978146031,0.0,0.0,2016Qq,KHM_MYS,KHM_2016Qq,MYS_2016Qq
2016-03-31,CHN,MYS,8,Time-Varying,0.3983086425023719,0.0,6.834045098534338,0.0,0.0,2016Qq,CHN_MYS,CHN_2016Qq,MYS_2016Qq
2016-03-31,IDN,MYS,8,Time-Varying,0.26168679465744243,0.0,7.439896433790835,0.0,0.0,2016Qq,IDN_MYS,IDN_2016Qq,MYS_2016Qq
2016-03-31,JPN,MYS,8,Time-Varying,0.21105659313880795,0.0,6.959828624191452,0.0,0.0,2016Qq,JPN_MYS,JPN_2016Qq,MYS_2016Qq
2016-03-31,KOR,MYS,8,Time-Varying,0.029469591301991747,0.0,6.078914269933044,0.0,0.0,2016Qq,KOR_MYS,KOR_2016Qq,MYS_2016Qq
2016-03-31,LAO,MYS,8,Time-Varying,0.48752775366564244,0.0,8.505875588065969,0.0,0.0,2016Qq,LAO_MYS,LAO_2016Qq,MYS_2016Qq
2016-03-31,MMR,MYS,8,Time-Varying,0.6679855999500017,0.0,7.063337184057925,0.0,0.0,2016Qq,MMR_MYS,MMR_2016Qq,MYS_2016Qq
2016-03-31,NZL,MYS,8,Time-Varying,0.33529558206721793,0.0,13.77339353380981,0.0,0.0,2016Qq,NZL_MYS,NZL_2016Qq,MYS_2016Qq
2016-03-31,PHL,MYS,8,Time-Varying,0.13047341985084174,0.0,5.253507434154575,0.0,0.0,2016Qq,PHL_MYS,PHL_2016Qq,MYS_2016Qq
2016-03-31,SGP,MYS,8,Time-Varying,0.09487853653312248,0.0,5.705687474004298,0.0,0.0,2016Qq,SGP_MYS,SGP_2016Qq,MYS_2016Qq
2016-03-31,THA,MYS,8,Time-Varying,0.1827922733756788,0.0,13.58412751843012,0.0,0.0,2016Qq,THA_MYS,THA_2016Qq,MYS_2016Qq
2016-03-31,VNM,MYS,8,Time-Varying,0.053129084893140534,0.0,12.062422271564962,0.0,0.0,2016Qq,VNM_MYS,VNM_2016Qq,MYS_2016Qq
2016-03-31,AUS,MMR,8,Time-Varying,0.16999513218238765,0.0,13.35302495589238,0.0,0.0,2016Qq,AUS_MMR,AUS_2016Qq,MMR_2016Qq
2016-03-31,BRN,MMR,8,Time-Varying,0.9654691205539299,0.0,10.360963663441204,0.0,0.0,2016Qq,BRN_MMR,BRN_2016Qq,MMR_2016Qq
2016-03-31,KHM,MMR,8,Time-Varying,0.643202897887356,0.0,11.717006844058568,0.0,0.0,2016Qq,KHM_MMR,KHM_2016Qq,MMR_2016Qq
2016-03-31,CHN,MMR,8,Time-Varying,0.1338187278004791,0.0,9.401524937396012,0.0,0.0,2016Qq,CHN_MMR,CHN_2016Qq,MMR_2016Qq
2016-03-31,IDN,MMR,8,Time-Varying,0.2487759621772466,0.0,13.5300945546736,0.0,0.0,2016Qq,IDN_MMR,IDN_2016Qq,MMR_2016Qq
2016-03-31,JPN,MMR,8,Time-Varying,0.4750306497249021,0.0,11.23298126827558,0.0,0.0,2016Qq,JPN_MMR,JPN_2016Qq,MMR_2016Qq
2016-03-31,KOR,MMR,8,Time-Varying,0.27978118093126,0.0,6.100519245276768,0.0,0.0,2016Qq,KOR_MMR,KOR_2016Qq,MMR_2016Qq
2016-03-31,LAO,MMR,8,Time-Varying,0.47452446168928747,0.0,7.401456187781931,0.0,0.0,2016Qq,LAO_MMR,LAO_2016Qq,MMR_2016Qq
2016-03-31,MYS,MMR,8,Time-Varying,0.261463168163659,0.0,5.373481887492144,0.0,0.0,2016Qq,MYS_MMR,MYS_2016Qq,MMR_2016Qq
2016-03-31,NZL,MMR,8,Time-Varying,0.36272533969859927,0.0,11.635017691080558,0.0,0.0,2016Qq,NZL_MMR,NZL_2016Qq,MMR_2016Qq
2016-03-31,PHL,MMR,8,Time-Varying,0.27986280546940445,0.0,6.160726405069163,0.0,0.0,2016Qq,PHL_MMR,PHL_2016Qq,MMR_2016Qq
2016-03-31,SGP,MMR,8,Time-Varying,0.23335181562291918,0.0,8.189756302937614,0.0,0.0,2016Qq,SGP_MMR,SGP_2016Qq,MMR_2016Qq
2016-03-31,THA,MMR,8,Time-Varying,0.333823483207319,0.0,8.28664545369916,0.0,0.0,2016Qq,THA_MMR,THA_2016Qq,MMR_2016Qq
2016-03-31,VNM,MMR,8,Time-Varying,0.0,0.0,6.188179162680719,0.0,0.0,2016Qq,VNM_MMR,VNM_2016Qq,MMR_2016Qq
2016-03-31,AUS,NZL,8,Time-Varying,0.17810344738007053,0.0,8.232029320207552,0.0,0.0,2016Qq,AUS_NZL,AUS_2016Qq,NZL_2016Qq
2016-03-31,BRN,NZL,8,Time-Varying,0.40742619860942964,0.0,10.277011090863,0.0,0.0,2016Qq,BRN_NZL,BRN_2016Qq,NZL_2016Qq
2016-03-31,KHM,NZL,8,Time-Varying,0.6302650377363818,0.0,8.764633668780496,0.0,0.0,2016Qq,KHM_NZL,KHM_2016Qq,NZL_2016Qq
2016-03-31,CHN,NZL,8,Time-Varying,0.3928500825898592,0.0,12.080725777960454,0.0,0.0,2016Qq,CHN_NZL,CHN_2016Qq,NZL_2016Qq
2016-03-31,IDN,NZL,8,Time-Varying,0.3041003461348218,0.0,5.936747678280925,0.0,0.0,2016Qq,IDN_NZL,IDN_2016Qq,NZL_2016Qq
2016-03-31,JPN,NZL,8,Time-Varying,0.16006563170685073,0.0,12.751328233611146,0.0,0.0,2016Qq,JPN_NZL,JPN_2016Qq,NZL_2016Qq
2016-03-31,KOR,NZL,8,Time-Varying,0.037568863834302677,0.0,10.612771975694962,0.0,0.0,2016Qq,KOR_NZL,KOR_2016Qq,NZL_2016Qq
2016-03-31,LAO,NZL,8,Time-Varying,0.5750877343760215,0.0,12.55137255673619,0.0,0.0,2016Qq,LAO_NZL,LAO_2016Qq,NZL_2016Qq
2016-03-31,MYS,NZL,8,Time-Varying,0.12236944998822803,0.0,13.773730719279554,0.0,0.0,2016Qq,MYS_NZL,MYS_2016Qq,NZL_2016Qq
2016-03-31,MMR,NZL,8,Time-Varying,0.6375333374983506,0.0,6.689350630721646,0.0,0.0,2016Qq,MMR_NZL,MMR_2016Qq,NZL_2016Qq
2016-03-31,PHL,NZL,8,Time-Varying,0.0,0.0,10.163003483011952,0.0,0.0,2016Qq,PHL_NZL,PHL_2016Qq,NZL_2016Qq
2016-03-31,SGP,NZL,8,Time-Varying,0.14178441192502006,0.0,8.746126146264713,0.0,0.0,2016Qq,SGP_NZL,SGP_2016Qq,NZL_2016Qq
2016-03-31,THA,NZL,8,Time-Varying,0.19038599734042144,0.0,14.905051420006734,0.0,0.0,2016Qq,THA_NZL,THA_2016Qq,NZL_2016Qq
2016-03-31,VNM,NZL,8,Time-Varying,0.02687724205948816,0.0,11.182180633162613,0.0,0.0,2016Qq,VNM_NZL,VNM_2016Qq,NZL_2016Qq
2016-03-31,AUS,PHL,8,Time-Varying,0.1776274817061965,0.0,7.848404943774677,0.0,0.0,2016Qq,AUS_PHL,AUS_2016Qq,PHL_2016Qq
2016-03-31,BRN,PHL,8,Time-Varying,0.5622994276671158,0.0,11.275580800840634,0.0,0.0,2016Qq,BRN_PHL,BRN_2016Qq,PHL_2016Qq
2016-03-31,KHM,PHL,8,Time-Varying,0.5086982209975491,0.0,9.686931597949702,0.0,0.0,2016Qq,KHM_PHL,KHM_2016Qq,PHL_2016Qq
2016-03-31,CHN,PHL,8,Time-Varying,0.42749066923178863,0.0,9.319450186421156,0.0,0.0,2016Qq,CHN_PHL,CHN_2016Qq,PHL_2016Qq
2016-03-31,IDN,PHL,8,Time-Varying,0.2889761993625532,0.0,13.920465551771134,0.0,0.0,2016Qq,IDN_PHL,IDN_2016Qq,PHL_2016Qq
2016-03-31,JPN,PHL,8,Time-Varying,0.1583994547852446,0.0,8.88677289689482,0.0,0.0,2016Qq,JPN_PHL,JPN_2016Qq,PHL_2016Qq
