date,reporter_iso,partner_iso,TC,bilateral_tariff,tariff_reduction
2019-03-31,AUS,CHN,0.0,13.18014765922493,0.0
2019-06-30,AUS,CHN,0.0,13.18014765922493,0.0
2019-09-30,AUS,CHN,0.0,13.18014765922493,0.0
2019-12-31,AUS,CHN,0.0,13.18014765922493,0.0
2020-03-31,AUS,CHN,0.0,13.18014765922493,0.0
2020-06-30,AUS,CHN,0.0,13.18014765922493,0.0
2020-09-30,AUS,CHN,0.0,13.18014765922493,0.0
2020-12-31,AUS,CHN,0.0,13.18014765922493,0.0
2021-03-31,AUS,CHN,0.0,13.18014765922493,0.0
2021-06-30,AUS,CHN,0.0,13.18014765922493,0.0
2021-09-30,AUS,CHN,0.0,13.18014765922493,0.0
2021-12-31,AUS,CHN,0.0,13.18014765922493,0.0
2022-03-31,AUS,CHN,-0.0214429223330253,13.158704736891906,-0.0214429223330253
2022-06-30,AUS,CHN,-0.0214429223330253,13.158704736891906,-0.0214429223330253
2022-09-30,AUS,CHN,-0.0214429223330253,13.158704736891906,-0.0214429223330253
2022-12-31,AUS,CHN,-0.0214429223330253,13.158704736891906,-0.0214429223330253
2023-03-31,AUS,CHN,-0.0270417127831871,13.131663024108718,-0.0270417127831871
2023-06-30,AUS,CHN,-0.0270417127831871,13.131663024108718,-0.0270417127831871
2023-09-30,AUS,CHN,-0.0270417127831871,13.131663024108718,-0.0270417127831871
2023-12-31,AUS,CHN,-0.0270417127831871,13.131663024108718,-0.0270417127831871
2024-03-31,AUS,CHN,-0.0270417127831871,13.131663024108718,-0.0270417127831871
2024-06-30,AUS,CHN,-0.0270417127831871,13.131663024108718,-0.0270417127831871
2024-09-30,AUS,CHN,-0.0270417127831871,13.131663024108718,-0.0270417127831871
2024-12-31,AUS,CHN,-0.0270417127831871,13.131663024108718,-0.0270417127831871
2010-12-31,AUS,IDN,0.0,8.63629602379294,0.0
2011-03-31,AUS,IDN,0.0,8.63629602379294,0.0
2011-06-30,AUS,IDN,0.0,8.63629602379294,0.0
2011-09-30,AUS,IDN,0.0,8.63629602379294,0.0
2011-12-31,AUS,IDN,0.0,8.63629602379294,0.0
2012-03-31,AUS,IDN,0.0,8.63629602379294,0.0
2012-06-30,AUS,IDN,0.0,8.63629602379294,0.0
2012-09-30,AUS,IDN,0.0,8.63629602379294,0.0
2012-12-31,AUS,IDN,0.0,8.63629602379294,0.0
2013-03-31,AUS,IDN,0.0,8.63629602379294,0.0
2013-06-30,AUS,IDN,0.0,8.63629602379294,0.0
2013-09-30,AUS,IDN,0.0,8.63629602379294,0.0
2013-12-31,AUS,IDN,0.0,8.63629602379294,0.0
2014-03-31,AUS,IDN,0.0,8.63629602379294,0.0
2014-06-30,AUS,IDN,0.0,8.63629602379294,0.0
2014-09-30,AUS,IDN,0.0,8.63629602379294,0.0
2014-12-31,AUS,IDN,0.0,8.63629602379294,0.0
2015-03-31,AUS,IDN,0.0,8.63629602379294,0.0
2015-06-30,AUS,IDN,0.0,8.63629602379294,0.0
2015-09-30,AUS,IDN,0.0,8.63629602379294,0.0
2015-12-31,AUS,IDN,0.0,8.63629602379294,0.0
2016-03-31,AUS,IDN,0.0,8.63629602379294,0.0
2016-06-30,AUS,IDN,0.0,8.63629602379294,0.0
2016-09-30,AUS,IDN,0.0,8.63629602379294,0.0
2016-12-31,AUS,IDN,0.0,8.63629602379294,0.0
2017-03-31,AUS,IDN,0.0,8.63629602379294,0.0
2017-06-30,AUS,IDN,0.0,8.63629602379294,0.0
2017-09-30,AUS,IDN,0.0,8.63629602379294,0.0
2017-12-31,AUS,IDN,0.0,8.63629602379294,0.0
2018-03-31,AUS,IDN,0.0,8.63629602379294,0.0
2018-06-30,AUS,IDN,0.0,8.63629602379294,0.0
2018-09-30,AUS,IDN,0.0,8.63629602379294,0.0
2018-12-31,AUS,IDN,0.0,8.63629602379294,0.0
2019-03-31,AUS,IDN,0.0,8.63629602379294,0.0
2019-06-30,AUS,IDN,0.0,8.63629602379294,0.0
2019-09-30,AUS,IDN,0.0,8.63629602379294,0.0
2019-12-31,AUS,IDN,0.0,8.63629602379294,0.0
2020-03-31,AUS,IDN,0.0,8.63629602379294,0.0
2020-06-30,AUS,IDN,0.0,8.63629602379294,0.0
2020-09-30,AUS,IDN,0.0,8.63629602379294,0.0
2020-12-31,AUS,IDN,0.0,8.63629602379294,0.0
2021-03-31,AUS,IDN,0.0,8.63629602379294,0.0
2021-06-30,AUS,IDN,0.0,8.63629602379294,0.0
2021-09-30,AUS,IDN,0.0,8.63629602379294,0.0
2021-12-31,AUS,IDN,0.0,8.63629602379294,0.0
2022-03-31,AUS,IDN,-0.0218871283308838,8.614408895462057,-0.0218871283308838
2022-06-30,AUS,IDN,-0.0218871283308838,8.614408895462057,-0.0218871283308838
2022-09-30,AUS,IDN,-0.0218871283308838,8.614408895462057,-0.0218871283308838
2022-12-31,AUS,IDN,-0.0218871283308838,8.614408895462057,-0.0218871283308838
2023-03-31,AUS,IDN,-0.0327746837696526,8.581634211692405,-0.0327746837696526
2023-06-30,AUS,IDN,-0.0327746837696526,8.581634211692405,-0.0327746837696526
2023-09-30,AUS,IDN,-0.0327746837696526,8.581634211692405,-0.0327746837696526
2023-12-31,AUS,IDN,-0.0327746837696526,8.581634211692405,-0.0327746837696526
2024-03-31,AUS,IDN,-0.0327746837696526,8.581634211692405,-0.0327746837696526
2024-06-30,AUS,IDN,-0.0327746837696526,8.581634211692405,-0.0327746837696526
2024-09-30,AUS,IDN,-0.0327746837696526,8.581634211692405,-0.0327746837696526
2024-12-31,AUS,IDN,-0.0327746837696526,8.581634211692405,-0.0327746837696526
2010-12-31,AUS,JPN,0.0,10.107473025775658,0.0
2011-03-31,AUS,JPN,0.0,10.107473025775658,0.0
2011-06-30,AUS,JPN,0.0,10.107473025775658,0.0
2011-09-30,AUS,JPN,0.0,10.107473025775658,0.0
2011-12-31,AUS,JPN,0.0,10.107473025775658,0.0
2012-03-31,AUS,JPN,0.0,10.107473025775658,0.0
2012-06-30,AUS,JPN,0.0,10.107473025775658,0.0
2012-09-30,AUS,JPN,0.0,10.107473025775658,0.0
2012-12-31,AUS,JPN,0.0,10.107473025775658,0.0
2013-03-31,AUS,JPN,0.0,10.107473025775658,0.0
2013-06-30,AUS,JPN,0.0,10.107473025775658,0.0
2013-09-30,AUS,JPN,0.0,10.107473025775658,0.0
2013-12-31,AUS,JPN,0.0,10.107473025775658,0.0
2014-03-31,AUS,JPN,0.0,10.107473025775658,0.0
2014-06-30,AUS,JPN,0.0,10.107473025775658,0.0
2014-09-30,AUS,JPN,0.0,10.107473025775658,0.0
2014-12-31,AUS,JPN,0.0,10.107473025775658,0.0
2015-03-31,AUS,JPN,0.0,10.107473025775658,0.0
2015-06-30,AUS,JPN,0.0,10.107473025775658,0.0
2015-09-30,AUS,JPN,0.0,10.107473025775658,0.0
2015-12-31,AUS,JPN,0.0,10.107473025775658,0.0
2016-03-31,AUS,JPN,0.0,10.107473025775658,0.0
2016-06-30,AUS,JPN,0.0,10.107473025775658,0.0
2016-09-30,AUS,JPN,0.0,10.107473025775658,0.0
2016-12-31,AUS,JPN,0.0,10.107473025775658,0.0
2017-03-31,AUS,JPN,0.0,10.107473025775658,0.0
2017-06-30,AUS,JPN,0.0,10.107473025775658,0.0
2017-09-30,AUS,JPN,0.0,10.107473025775658,0.0
2017-12-31,AUS,JPN,0.0,10.107473025775658,0.0
2018-03-31,AUS,JPN,0.0,10.107473025775658,0.0
2018-06-30,AUS,JPN,0.0,10.107473025775658,0.0
2018-09-30,AUS,JPN,0.0,10.107473025775658,0.0
2018-12-31,AUS,JPN,0.0,10.107473025775658,0.0
2019-03-31,AUS,JPN,0.0,10.107473025775658,0.0
2019-06-30,AUS,JPN,0.0,10.107473025775658,0.0
2019-09-30,AUS,JPN,0.0,10.107473025775658,0.0
2019-12-31,AUS,JPN,0.0,10.107473025775658,0.0
2020-03-31,AUS,JPN,0.0,10.107473025775658,0.0
2020-06-30,AUS,JPN,0.0,10.107473025775658,0.0
2020-09-30,AUS,JPN,0.0,10.107473025775658,0.0
2020-12-31,AUS,JPN,0.0,10.107473025775658,0.0
2021-03-31,AUS,JPN,0.0,10.107473025775658,0.0
2021-06-30,AUS,JPN,0.0,10.107473025775658,0.0
2021-09-30,AUS,JPN,0.0,10.107473025775658,0.0
2021-12-31,AUS,JPN,0.0,10.107473025775658,0.0
2022-03-31,AUS,JPN,-0.0196696440125951,10.087803381763065,-0.0196696440125951
2022-06-30,AUS,JPN,-0.0196696440125951,10.087803381763065,-0.0196696440125951
2022-09-30,AUS,JPN,-0.0196696440125951,10.087803381763065,-0.0196696440125951
2022-12-31,AUS,JPN,-0.0196696440125951,10.087803381763065,-0.0196696440125951
2023-03-31,AUS,JPN,-0.0283326468628243,10.05947073490024,-0.0283326468628243
2023-06-30,AUS,JPN,-0.0283326468628243,10.05947073490024,-0.0283326468628243
2023-09-30,AUS,JPN,-0.0283326468628243,10.05947073490024,-0.0283326468628243
2023-12-31,AUS,JPN,-0.0283326468628243,10.05947073490024,-0.0283326468628243
2024-03-31,AUS,JPN,-0.0283326468628243,10.05947073490024,-0.0283326468628243
2024-06-30,AUS,JPN,-0.0283326468628243,10.05947073490024,-0.0283326468628243
2024-09-30,AUS,JPN,-0.0283326468628243,10.05947073490024,-0.0283326468628243
2024-12-31,AUS,JPN,-0.0283326468628243,10.05947073490024,-0.0283326468628243
2010-12-31,AUS,KHM,0.0,12.282163486118597,0.0
2011-03-31,AUS,KHM,0.0,12.282163486118597,0.0
2011-06-30,AUS,KHM,0.0,12.282163486118597,0.0
2011-09-30,AUS,KHM,0.0,12.282163486118597,0.0
2011-12-31,AUS,KHM,0.0,12.282163486118597,0.0
2012-03-31,AUS,KHM,0.0,12.282163486118597,0.0
2012-06-30,AUS,KHM,0.0,12.282163486118597,0.0
2012-09-30,AUS,KHM,0.0,12.282163486118597,0.0
2012-12-31,AUS,KHM,0.0,12.282163486118597,0.0
2013-03-31,AUS,KHM,0.0,12.282163486118597,0.0
2013-06-30,AUS,KHM,0.0,12.282163486118597,0.0
2013-09-30,AUS,KHM,0.0,12.282163486118597,0.0
2013-12-31,AUS,KHM,0.0,12.282163486118597,0.0
2014-03-31,AUS,KHM,0.0,12.282163486118597,0.0
2014-06-30,AUS,KHM,0.0,12.282163486118597,0.0
2014-09-30,AUS,KHM,0.0,12.282163486118597,0.0
2014-12-31,AUS,KHM,0.0,12.282163486118597,0.0
2015-03-31,AUS,KHM,0.0,12.282163486118597,0.0
2015-06-30,AUS,KHM,0.0,12.282163486118597,0.0
2015-09-30,AUS,KHM,0.0,12.282163486118597,0.0
2015-12-31,AUS,KHM,0.0,12.282163486118597,0.0
2016-03-31,AUS,KHM,0.0,12.282163486118597,0.0
2016-06-30,AUS,KHM,0.0,12.282163486118597,0.0
2016-09-30,AUS,KHM,0.0,12.282163486118597,0.0
2016-12-31,AUS,KHM,0.0,12.282163486118597,0.0
2017-03-31,AUS,KHM,0.0,12.282163486118597,0.0
2017-06-30,AUS,KHM,0.0,12.282163486118597,0.0
2017-09-30,AUS,KHM,0.0,12.282163486118597,0.0
2017-12-31,AUS,KHM,0.0,12.282163486118597,0.0
2018-03-31,AUS,KHM,0.0,12.282163486118597,0.0
2018-06-30,AUS,KHM,0.0,12.282163486118597,0.0
2018-09-30,AUS,KHM,0.0,12.282163486118597,0.0
2018-12-31,AUS,KHM,0.0,12.282163486118597,0.0
2019-03-31,AUS,KHM,0.0,12.282163486118597,0.0
2019-06-30,AUS,KHM,0.0,12.282163486118597,0.0
2019-09-30,AUS,KHM,0.0,12.282163486118597,0.0
2019-12-31,AUS,KHM,0.0,12.282163486118597,0.0
2020-03-31,AUS,KHM,0.0,12.282163486118597,0.0
2020-06-30,AUS,KHM,0.0,12.282163486118597,0.0
2020-09-30,AUS,KHM,0.0,12.282163486118597,0.0
2020-12-31,AUS,KHM,0.0,12.282163486118597,0.0
2021-03-31,AUS,KHM,0.0,12.282163486118597,0.0
2021-06-30,AUS,KHM,0.0,12.282163486118597,0.0
2021-09-30,AUS,KHM,0.0,12.282163486118597,0.0
2021-12-31,AUS,KHM,0.0,12.282163486118597,0.0
2022-03-31,AUS,KHM,-0.019471132530877,12.26269235358772,-0.019471132530877
2022-06-30,AUS,KHM,-0.019471132530877,12.26269235358772,-0.019471132530877
2022-09-30,AUS,KHM,-0.019471132530877,12.26269235358772,-0.019471132530877
2022-12-31,AUS,KHM,-0.019471132530877,12.26269235358772,-0.019471132530877
2023-03-31,AUS,KHM,-0.0307938349835614,12.231898518604156,-0.0307938349835614
2023-06-30,AUS,KHM,-0.0307938349835614,12.231898518604156,-0.0307938349835614
2023-09-30,AUS,KHM,-0.0307938349835614,12.231898518604156,-0.0307938349835614
2023-12-31,AUS,KHM,-0.0307938349835614,12.231898518604156,-0.0307938349835614
2024-03-31,AUS,KHM,-0.0307938349835614,12.231898518604156,-0.0307938349835614
2024-06-30,AUS,KHM,-0.0307938349835614,12.231898518604156,-0.0307938349835614
2024-09-30,AUS,KHM,-0.0307938349835614,12.231898518604156,-0.0307938349835614
2024-12-31,AUS,KHM,-0.0307938349835614,12.231898518604156,-0.0307938349835614
2010-12-31,AUS,KOR,0.0,6.198653673336828,0.0
2011-03-31,AUS,KOR,0.0,6.198653673336828,0.0
2011-06-30,AUS,KOR,0.0,6.198653673336828,0.0
2011-09-30,AUS,KOR,0.0,6.198653673336828,0.0
2011-12-31,AUS,KOR,0.0,6.198653673336828,0.0
2012-03-31,AUS,KOR,0.0,6.198653673336828,0.0
2012-06-30,AUS,KOR,0.0,6.198653673336828,0.0
2012-09-30,AUS,KOR,0.0,6.198653673336828,0.0
2012-12-31,AUS,KOR,0.0,6.198653673336828,0.0
2013-03-31,AUS,KOR,0.0,6.198653673336828,0.0
2013-06-30,AUS,KOR,0.0,6.198653673336828,0.0
2013-09-30,AUS,KOR,0.0,6.198653673336828,0.0
2013-12-31,AUS,KOR,0.0,6.198653673336828,0.0
2014-03-31,AUS,KOR,0.0,6.198653673336828,0.0
2014-06-30,AUS,KOR,0.0,6.198653673336828,0.0
2014-09-30,AUS,KOR,0.0,6.198653673336828,0.0
2014-12-31,AUS,KOR,0.0,6.198653673336828,0.0
2015-03-31,AUS,KOR,0.0,6.198653673336828,0.0
2015-06-30,AUS,KOR,0.0,6.198653673336828,0.0
2015-09-30,AUS,KOR,0.0,6.198653673336828,0.0
2015-12-31,AUS,KOR,0.0,6.198653673336828,0.0
2016-03-31,AUS,KOR,0.0,6.198653673336828,0.0
2016-06-30,AUS,KOR,0.0,6.198653673336828,0.0
2016-09-30,AUS,KOR,0.0,6.198653673336828,0.0
2016-12-31,AUS,KOR,0.0,6.198653673336828,0.0
2017-03-31,AUS,KOR,0.0,6.198653673336828,0.0
2017-06-30,AUS,KOR,0.0,6.198653673336828,0.0
2017-09-30,AUS,KOR,0.0,6.198653673336828,0.0
2017-12-31,AUS,KOR,0.0,6.198653673336828,0.0
2018-03-31,AUS,KOR,0.0,6.198653673336828,0.0
2018-06-30,AUS,KOR,0.0,6.198653673336828,0.0
2018-09-30,AUS,KOR,0.0,6.198653673336828,0.0
2018-12-31,AUS,KOR,0.0,6.198653673336828,0.0
2019-03-31,AUS,KOR,0.0,6.198653673336828,0.0
2019-06-30,AUS,KOR,0.0,6.198653673336828,0.0
2019-09-30,AUS,KOR,0.0,6.198653673336828,0.0
2019-12-31,AUS,KOR,0.0,6.198653673336828,0.0
2020-03-31,AUS,KOR,0.0,6.198653673336828,0.0
2020-06-30,AUS,KOR,0.0,6.198653673336828,0.0
2020-09-30,AUS,KOR,0.0,6.198653673336828,0.0
2020-12-31,AUS,KOR,0.0,6.198653673336828,0.0
2021-03-31,AUS,KOR,0.0,6.198653673336828,0.0
2021-06-30,AUS,KOR,0.0,6.198653673336828,0.0
2021-09-30,AUS,KOR,0.0,6.198653673336828,0.0
2021-12-31,AUS,KOR,0.0,6.198653673336828,0.0
2022-03-31,AUS,KOR,-0.0193504606856145,6.179303212651214,-0.0193504606856145
2022-06-30,AUS,KOR,-0.0193504606856145,6.179303212651214,-0.0193504606856145
2022-09-30,AUS,KOR,-0.0193504606856145,6.179303212651214,-0.0193504606856145
2022-12-31,AUS,KOR,-0.0193504606856145,6.179303212651214,-0.0193504606856145
2023-03-31,AUS,KOR,-0.0326574582234751,6.146645754427738,-0.0326574582234751
2023-06-30,AUS,KOR,-0.0326574582234751,6.146645754427738,-0.0326574582234751
2023-09-30,AUS,KOR,-0.0326574582234751,6.146645754427738,-0.0326574582234751
2023-12-31,AUS,KOR,-0.0326574582234751,6.146645754427738,-0.0326574582234751
2024-03-31,AUS,KOR,-0.0326574582234751,6.146645754427738,-0.0326574582234751
2024-06-30,AUS,KOR,-0.0326574582234751,6.146645754427738,-0.0326574582234751
2024-09-30,AUS,KOR,-0.0326574582234751,6.146645754427738,-0.0326574582234751
2024-12-31,AUS,KOR,-0.0326574582234751,6.146645754427738,-0.0326574582234751
2010-12-31,AUS,LAO,0.0,11.335297107608948,0.0
2011-03-31,AUS,LAO,0.0,11.335297107608948,0.0
2011-06-30,AUS,LAO,0.0,11.335297107608948,0.0
2011-09-30,AUS,LAO,0.0,11.335297107608948,0.0
2011-12-31,AUS,LAO,0.0,11.335297107608948,0.0
2012-03-31,AUS,LAO,0.0,11.335297107608948,0.0
2012-06-30,AUS,LAO,0.0,11.335297107608948,0.0
2012-09-30,AUS,LAO,0.0,11.335297107608948,0.0
2012-12-31,AUS,LAO,0.0,11.335297107608948,0.0
2013-03-31,AUS,LAO,0.0,11.335297107608948,0.0
2013-06-30,AUS,LAO,0.0,11.335297107608948,0.0
2013-09-30,AUS,LAO,0.0,11.335297107608948,0.0
2013-12-31,AUS,LAO,0.0,11.335297107608948,0.0
2014-03-31,AUS,LAO,0.0,11.335297107608948,0.0
2014-06-30,AUS,LAO,0.0,11.335297107608948,0.0
2014-09-30,AUS,LAO,0.0,11.335297107608948,0.0
2014-12-31,AUS,LAO,0.0,11.335297107608948,0.0
2015-03-31,AUS,LAO,0.0,11.335297107608948,0.0
2015-06-30,AUS,LAO,0.0,11.335297107608948,0.0
2015-09-30,AUS,LAO,0.0,11.335297107608948,0.0
2015-12-31,AUS,LAO,0.0,11.335297107608948,0.0
2016-03-31,AUS,LAO,0.0,11.335297107608948,0.0
2016-06-30,AUS,LAO,0.0,11.335297107608948,0.0
2016-09-30,AUS,LAO,0.0,11.335297107608948,0.0
2016-12-31,AUS,LAO,0.0,11.335297107608948,0.0
2017-03-31,AUS,LAO,0.0,11.335297107608948,0.0
2017-06-30,AUS,LAO,0.0,11.335297107608948,0.0
2017-09-30,AUS,LAO,0.0,11.335297107608948,0.0
2017-12-31,AUS,LAO,0.0,11.335297107608948,0.0
2018-03-31,AUS,LAO,0.0,11.335297107608948,0.0
2018-06-30,AUS,LAO,0.0,11.335297107608948,0.0
2018-09-30,AUS,LAO,0.0,11.335297107608948,0.0
2018-12-31,AUS,LAO,0.0,11.335297107608948,0.0
2019-03-31,AUS,LAO,0.0,11.335297107608948,0.0
2019-06-30,AUS,LAO,0.0,11.335297107608948,0.0
2019-09-30,AUS,LAO,0.0,11.335297107608948,0.0
2019-12-31,AUS,LAO,0.0,11.335297107608948,0.0
2020-03-31,AUS,LAO,0.0,11.335297107608948,0.0
2020-06-30,AUS,LAO,0.0,11.335297107608948,0.0
2020-09-30,AUS,LAO,0.0,11.335297107608948,0.0
2020-12-31,AUS,LAO,0.0,11.335297107608948,0.0
2021-03-31,AUS,LAO,0.0,11.335297107608948,0.0
2021-06-30,AUS,LAO,0.0,11.335297107608948,0.0
2021-09-30,AUS,LAO,0.0,11.335297107608948,0.0
2021-12-31,AUS,LAO,0.0,11.335297107608948,0.0
2022-03-31,AUS,LAO,-0.020143098736299,11.31515400887265,-0.020143098736299
2022-06-30,AUS,LAO,-0.020143098736299,11.31515400887265,-0.020143098736299
2022-09-30,AUS,LAO,-0.020143098736299,11.31515400887265,-0.020143098736299
2022-12-31,AUS,LAO,-0.020143098736299,11.31515400887265,-0.020143098736299
2023-03-31,AUS,LAO,-0.0275417386203264,11.287612270252325,-0.0275417386203264
2023-06-30,AUS,LAO,-0.0275417386203264,11.287612270252325,-0.0275417386203264
2023-09-30,AUS,LAO,-0.0275417386203264,11.287612270252325,-0.0275417386203264
2023-12-31,AUS,LAO,-0.0275417386203264,11.287612270252325,-0.0275417386203264
2024-03-31,AUS,LAO,-0.0275417386203264,11.287612270252325,-0.0275417386203264
2024-06-30,AUS,LAO,-0.0275417386203264,11.287612270252325,-0.0275417386203264
2024-09-30,AUS,LAO,-0.0275417386203264,11.287612270252325,-0.0275417386203264
2024-12-31,AUS,LAO,-0.0275417386203264,11.287612270252325,-0.0275417386203264
2010-12-31,AUS,MMR,0.0,13.35302495589238,0.0
2011-03-31,AUS,MMR,0.0,13.35302495589238,0.0
2011-06-30,AUS,MMR,0.0,13.35302495589238,0.0
2011-09-30,AUS,MMR,0.0,13.35302495589238,0.0
2011-12-31,AUS,MMR,0.0,13.35302495589238,0.0
2012-03-31,AUS,MMR,0.0,13.35302495589238,0.0
2012-06-30,AUS,MMR,0.0,13.35302495589238,0.0
2012-09-30,AUS,MMR,0.0,13.35302495589238,0.0
2012-12-31,AUS,MMR,0.0,13.35302495589238,0.0
2013-03-31,AUS,MMR,0.0,13.35302495589238,0.0
2013-06-30,AUS,MMR,0.0,13.35302495589238,0.0
2013-09-30,AUS,MMR,0.0,13.35302495589238,0.0
2013-12-31,AUS,MMR,0.0,13.35302495589238,0.0
2014-03-31,AUS,MMR,0.0,13.35302495589238,0.0
2014-06-30,AUS,MMR,0.0,13.35302495589238,0.0
2014-09-30,AUS,MMR,0.0,13.35302495589238,0.0
2014-12-31,AUS,MMR,0.0,13.35302495589238,0.0
2015-03-31,AUS,MMR,0.0,13.35302495589238,0.0
