reporter_iso,partner_iso,quarter_t,date_quarterly,year,quarter,export_usd,import_usd,trade_value,bilateral_tariff,tariff_reduction,cumulative_reduction,distance_km,contiguity,common_language,gravity_score,reporter_gdp_billion,reporter_population_million,reporter_trade_percent_gdp,partner_gdp_billion,partner_population_million,partner_trade_percent_gdp,hs_code,total_trade,trade_balance,gdp_reporter,gdp_partner,population_reporter,population_partner,rep_exchange_rate,rep_GDP-CAP,rep_gdp_ppp_current_usd,rep_GDP-PPP-CAP,rep_gdp_current_usd,rep_GDP-VOL,rep_population,rep_total_exports_usd_k,rep_total_imports_usd_k,rep_tariff_ahs_weighted,rep_tariff_mfn_weighted,par_exchange_rate,par_GDP-CAP,par_gdp_ppp_current_usd,par_GDP-PPP-CAP,par_gdp_current_usd,par_GDP-VOL,par_population,par_total_exports_usd_k,par_total_imports_usd_k,par_tariff_ahs_weighted,par_tariff_mfn_weighted,date
AUS,BRN,2016Q1,2016-03-31,2016,1,13.576853591015816,9.050512834589409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-31
AUS,BRN,2016Q2,2016-06-30,2016,2,15.895792959795552,10.596725740362787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-06-30
AUS,BRN,2016Q3,2016-09-30,2016,3,19.07503982650894,12.716505647925278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-30
AUS,BRN,2016Q4,2016-12-31,2016,4,22.485,14.99,,,,,,,,,,,,,,,999999.0,149.9,29.98,1495.05,345.01,25000000.0,400000.0,1.345213976,53755.924824,1222816.251,50259.683954,1307879.662,1373766.839,24.329963,211932944.26,201875545.72,5.49,7.16,1.3813468769,26663.765799,25551.54435,59760.747748,11400.46636,11969.16132,0.427564,3538347.0,4767135.39,0.78,2.65,2016-12-31
AUS,BRN,2017Q1,2017-03-31,2017,1,27.40262773265857,18.26822002717868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-31
AUS,BRN,2017Q2,2017-06-30,2017,2,34.10269520029199,22.734357100067232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-30
AUS,BRN,2017Q3,2017-09-30,2017,3,40.07658867348968,26.716342259037255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-09-30
AUS,BRN,2017Q4,2017-12-31,2017,4,42.6475,28.43,,,,,,,,,,,,,,,999999.0,284.31,56.86,2704.61,624.14,25000000.0,400000.0,1.304758077,57162.722504,1258355.732,50881.63734,1413693.491,1413693.491,24.7310385,243575836.34,258738467.99,4.69,6.72,1.380891164,28024.419094,25891.02282,59826.011895,12128.1839,12128.1839,0.432772,3046020.25,5594273.15,0.11,2.74,2017-12-31
AUS,BRN,2018Q1,2018-03-31,2018,1,37.659721316806205,25.10506823609251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-03-31
AUS,BRN,2018Q2,2018-06-30,2018,2,26.486724909451254,17.656972999226255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-06-30
AUS,BRN,2018Q3,2018-09-30,2018,3,15.11163648298147,10.074160042054718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-30
AUS,BRN,2018Q4,2018-12-31,2018,4,9.9225,6.615,,,,,,,,,,,,,,,999999.0,66.15,13.23,1966.2,453.74,25000000.0,400000.0,1.3384121465,58001.543728,1285801.843,51186.979202,1456981.697,1444527.689,25.1197055,253256026.01,281900650.2,4.18,6.29,1.3489185654,30988.221293,25904.54772,59168.537275,13566.93767,12134.5194,0.4378095,5290251.13,6803968.36,0.06,2.41,2018-12-31
AUS,BRN,2019Q1,2019-03-31,2019,1,10.456365340347606,6.970910226898404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-31
AUS,BRN,2019Q2,2019-06-30,2019,2,11.823739947214676,7.882493298143117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-06-30
AUS,BRN,2019Q3,2019-09-30,2019,3,13.654273221966966,9.102848814644643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-09-30
AUS,BRN,2019Q4,2019-12-31,2019,4,15.5325,10.355,,,,,,,,,,,,,,,999999.0,103.54,20.71,1264.0,291.69,25000000.0,400000.0,1.4385065442,54139.598082,1281498.44,50288.930763,1379623.894,1439693.051,25.482714,238521519.42,295235899.15,5.11,7.76,1.3642185141,30426.573078,26906.82313,60781.655214,13469.23537,12604.01729,0.44268,4251197.39,6740896.98,0.14,2.64,2019-12-31
AUS,BRN,2020Q1,2020-03-31,2020,1,17.280685463186416,11.520460366590838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-31
AUS,BRN,2020Q2,2020-06-30,2020,2,19.220763287060787,12.813851267279516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-06-30
AUS,BRN,2020Q3,2020-09-30,2020,3,21.670575798820565,14.447060817879327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-09-30
AUS,BRN,2020Q4,2020-12-31,2020,4,24.9075,16.605,,,,,,,,,,,,,,,999999.0,166.05,33.21,2912.35,672.08,25000000.0,400000.0,1.453085118,55841.143327,1308561.52,50830.179596,1437562.723,1470096.934,25.743791,225016351.05,265172649.93,3.39,5.5,1.37970343,26834.389203,27211.83171,60821.678217,12005.79965,12746.89307,0.4474035,4012124.78,7358979.7,0.19,3.13,2020-12-31
AUS,BRN,2021Q1,2021-03-31,2021,1,32.1231579359115,21.415107018092343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-03-31
AUS,BRN,2021Q2,2021-06-30,2021,2,43.575445306760784,29.04935007728518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-06-30
AUS,BRN,2021Q3,2021-09-30,2021,3,54.62695459771217,36.41666667095514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-30
AUS,BRN,2021Q4,2021-12-31,2021,4,60.3125,40.2075,,,,,,,,,,,,,,,999999.0,402.08,80.42,1576.29,363.76,25000000.0,400000.0,1.33122426,67524.270674,1364423.31,52565.933261,1752688.161,1532854.584,25.9564175,279420552.82,374899439.39,3.25,5.57,1.343806963,31006.997956,26778.95607,59282.1359,14006.49662,12544.12026,0.4517205,5952745.83,10458199.96,0.2,2.75,2021-12-31
AUS,BRN,2022Q1,2022-03-31,2022,1,61.5351668633825,41.02358628715603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-31
AUS,BRN,2022Q2,2022-06-30,2022,2,62.475123277998854,41.65101824988882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-30
AUS,BRN,2022Q3,2022-09-30,2022,3,63.07888331622562,42.05406078546775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-30
AUS,BRN,2022Q4,2022-12-31,2022,4,63.29,42.195,,,,,,,,,,,,,,,999999.0,421.94,84.39,1689.97,389.99,25000000.0,400000.0,1.441664459,67805.736689,1405587.798,53646.373402,1776577.056,1579100.624,26.2009845,3837070000.0,2558060000.0,,,1.378956397,36632.968326,26342.90588,57849.517546,16681.53647,12339.86039,0.4553695,1647950000.0,1098620000.0,,,2022-12-31
AUS,BRN,2023Q1,2023-03-31,2023,1,62.60591305778411,41.73892954549544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-31
AUS,BRN,2023Q2,2023-06-30,2023,2,60.707395639625005,40.47316214052342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-30
AUS,BRN,2023Q3,2023-09-30,2023,3,57.83847446199009,38.56030096047216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-30
AUS,BRN,2023Q4,2023-12-31,2023,4,54.3025,36.2025,,,,,,,,,,,,,,,999999.0,362.02,72.4,2119.15,489.03,25000000.0,400000.0,1.505191066,67824.825327,1434589.852,54235.496836,1794042.865,1611682.838,26.451124,5575490000.0,3716980000.0,,,1.343079601,32961.388151,26713.43664,58205.739075,15127.57965,12513.42886,0.4589485,1289480000.0,859650000.0,,,2023-12-31
AUS,CHN,2010Q4,2010-12-31,2010,4,103.3975,68.9325,,,,,,,,,,,,,,,999999.0,689.32,137.86,1958.08,3765.53,25000000.0,1400000000.0,1.0901594864,58772.871792,1039914.883,46966.605794,1301324.272,1168287.205,22.1415805,207856459.01,220529973.43,4.51,6.3,6.7702690287,4503.8219208,11884961.31,8793.5038005,6087192.374,7357040.383,1351.561514,1333059090.43,1937911681.5,7.09,7.77,2010-12-31
AUS,CHN,2011Q1,2011-03-31,2011,1,171.32168815465428,114.2142702621218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-03-31
AUS,CHN,2011Q2,2011-06-30,2011,2,223.727397911886,149.15062041100654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-06-30
AUS,CHN,2011Q3,2011-09-30,2011,3,257.4961643247197,171.66262175490286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-09-30
AUS,CHN,2011Q4,2011-12-31,2011,4,269.335,179.555,,,,,,,,,,,,,,,999999.0,1795.56,359.11,1111.56,2137.61,25000000.0,1400000000.0,0.969463201,68867.541468,1080663.008,48072.679019,1548126.837,1214065.484,22.479775,258002208.68,280827540.1,4.25,6.35,6.461461327,5551.5838494,13020073.2,9571.8190294,7551545.623,8059698.454,1360.250665,1616784547.02,2221071164.59,6.3,7.61,2011-12-31
AUS,CHN,2012Q1,2012-03-31,2012,1,251.99869445488747,167.99772082979047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-03-31
AUS,CHN,2012Q2,2012-06-30,2012,2,213.76797698640783,142.51114449373884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-06-30
AUS,CHN,2012Q3,2012-09-30,2012,3,174.96322807040303,116.64188906413608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-09-30
AUS,CHN,2012Q4,2012-12-31,2012,4,157.2825,104.855,,,,,,,,,,,,,,,999999.0,1048.56,209.71,843.3,1621.72,25000000.0,1400000000.0,0.9658010307,69658.716777,1108827.231,48520.741451,1591885.856,1245706.44,22.852644,267620134.91,276014920.35,4.97,6.83,6.3123328268,6230.0521088,14043935.27,10254.634032,8532186.353,8693490.556,1369.520865,1624172572.65,2304480905.73,6.08,7.3,2012-12-31
AUS,CHN,2013Q1,2013-03-31,2013,1,159.2261714333821,106.15090796803226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-03-31
AUS,CHN,2013Q2,2013-06-30,2013,2,163.5801404688227,109.0538385090112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-06-30
AUS,CHN,2013Q3,2013-09-30,2013,3,168.0128620932247,112.00927592218336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-09-30
AUS,CHN,2013Q4,2013-12-31,2013,4,170.035,113.3575,,,,,,,,,,,,,,,999999.0,1133.56,226.71,638.6,1228.07,25000000.0,1400000000.0,1.035843097,66462.517511,1137738.803,48963.916262,1544341.035,1278187.002,23.2362705,254152356.16,273047221.42,5.22,7.08,6.195758346,6940.1118887,15134607.87,10974.996099,9570470.1,9368639.773,1379.008041,1748337327.91,2397123775.55,5.94,7.23,2013-12-31
AUS,CHN,2014Q1,2014-03-31,2014,1,164.96491725297352,109.9773178228715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-03-31
AUS,CHN,2014Q2,2014-06-30,2014,2,153.6075536016164,102.40545753794822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-06-30
AUS,CHN,2014Q3,2014-09-30,2014,3,142.04476318124915,94.6966409274659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-09-30
AUS,CHN,2014Q4,2014-12-31,2014,4,136.77,91.18,,,,,,,,,,,,,,,999999.0,911.8,182.36,356.22,685.05,25000000.0,1400000000.0,1.109363293,62069.346868,1162789.651,49279.934664,1464563.512,1306330.253,23.5956005,245996985.03,267777740.11,4.06,6.24,6.143434094,7547.5412128,16258469.72,11714.000231,10475624.71,10064333.83,1387.951972,1741960455.31,2529204919.96,6.01,6.88,2014-12-31
AUS,CHN,2015Q1,2015-03-31,2015,1,156.51649768519115,104.34445880257162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-03-31
AUS,CHN,2015Q2,2015-06-30,2015,2,200.75012586077213,133.83382877031082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-06-30
AUS,CHN,2015Q3,2015-09-30,2015,3,245.78383155404515,163.8565888960637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-09-30
AUS,CHN,2015Q4,2015-12-31,2015,4,266.3275,177.5525,,,,,,,,,,,,,,,999999.0,1775.52,355.1,1970.97,3790.32,25000000.0,1400000000.0,1.331090262,52041.863534,1195105.234,49904.172966,1246298.652,1342635.034,23.948002,222282357.96,210429474.1,5.22,7.17,6.227488673,7923.0013247,17403280.43,12465.335176,11061572.91,10772995.68,1396.134174,1537067593.05,2473581490.39,6.15,7.1,2015-12-31
AUS,CHN,2016Q1,2016-03-31,2016,1,247.10056592128691,164.73428608765914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-31
AUS,CHN,2016Q2,2016-06-30,2016,2,204.70055845512928,136.4670458006193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-06-30
AUS,CHN,2016Q3,2016-09-30,2016,3,161.66391795479046,107.77537495265965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-30
AUS,CHN,2016Q4,2016-12-31,2016,4,142.055,94.7025,,,,,,,,,,,,,,,999999.0,947.03,189.41,1484.59,2854.98,25000000.0,1400000000.0,1.345213976,53755.924824,1222816.251,50259.683954,1307879.662,1373766.839,24.329963,211932944.26,201875545.72,5.49,7.16,6.6444778294,8000.6364249,18595190.74,13243.941371,11233314.63,11510813.17,1404.052632,1525797542.12,2396469750.69,6.11,6.85,2016-12-31
AUS,CHN,2017Q1,2017-03-31,2017,1,152.61787851971405,101.74430531415936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-31
AUS,CHN,2017Q2,2017-06-30,2017,2,179.88527772819546,119.9223096510039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-30
AUS,CHN,2017Q3,2017-09-30,2017,3,216.86499439653824,144.57516938568605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-09-30
AUS,CHN,2017Q4,2017-12-31,2017,4,255.67,170.445,,,,,,,,,,,,,,,999999.0,1704.46,340.89,1392.66,2678.2,25000000.0,1400000000.0,1.304758077,57162.722504,1258355.732,50881.63734,1413693.491,1413693.491,24.7310385,243575836.34,258738467.99,4.69,6.72,6.758755086,8716.288978,19887035.12,14080.76508,12310491.94,12310491.94,1412.354727,1787239787.13,2647117289.59,5.5,6.61,2017-12-31
AUS,CHN,2018Q1,2018-03-31,2018,1,308.30290718219146,205.53381813299671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-03-31
AUS,CHN,2018Q2,2018-06-30,2018,2,377.920743277647,251.94628195219343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-06-30
AUS,CHN,2018Q3,2018-09-30,2018,3,439.3177484677701,292.8782208880119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-30
AUS,CHN,2018Q4,2018-12-31,2018,4,465.6,310.4,,,,,,,,,,,,,,,999999.0,3104.0,620.8,1411.02,2713.5,25000000.0,1400000000.0,1.3384121465,58001.543728,1285801.843,51186.979202,1456981.697,1444527.689,25.1197055,253256026.01,281900650.2,4.18,6.29,6.6159571774,9791.9798119,21229364.47,14960.698014,13894907.05,13141421.97,1419.008956,1987292151.09,2862195428.63,5.57,6.7,2018-12-31
AUS,CHN,2019Q1,2019-03-31,2019,1,421.8965421048438,281.26436140322915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-31
AUS,CHN,2019Q2,2019-06-30,2019,2,323.99753553968077,215.99835702645385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-06-30
AUS,CHN,2019Q3,2019-09-30,2019,3,224.3277767801407,149.5518511867605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-09-30
AUS,CHN,2019Q4,2019-12-31,2019,4,178.86,119.24,,,,,,,,,,,,,,,999999.0,1192.4,238.48,523.36,1006.46,25000000.0,1400000000.0,1.4385065442,54139.598082,1281498.44,50288.930763,1379623.894,1439693.051,25.482714,238521519.42,295235899.15,5.11,7.76,6.9083850099,10031.446596,22526504.19,15824.504415,14279968.45,13944378.67,1423.520358,1924374506.81,2730865804.26,5.44,6.83,2019-12-31
AUS,CHN,2020Q1,2020-03-31,2020,1,180.02473042341205,120.01648662454596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-31
AUS,CHN,2020Q2,2020-06-30,2020,2,183.3832108637723,122.25547304098144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-06-30
AUS,CHN,2020Q3,2020-09-30,2020,3,188.80094884732617,125.86729824765708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-09-30
AUS,CHN,2020Q4,2020-12-31,2020,4,196.0425,130.695,,,,,,,,,,,,,,,999999.0,1306.96,261.39,1663.14,3198.34,25000000.0,1400000000.0,1.453085118,55841.143327,1308561.52,50830.179596,1437562.723,1470096.934,25.743791,225016351.05,265172649.93,3.39,5.5,6.900767269,10299.194171,22996148.41,16125.131589,14687743.56,14235098.29,1426.106093,1943216340.33,2691026163.58,5.98,6.74,2020-12-31
AUS,CHN,2021Q1,2021-03-31,2021,1,238.34577389952804,158.89731058699252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-03-31
AUS,CHN,2021Q2,2021-06-30,2021,2,322.6057827613799,215.07093424842367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-06-30
AUS,CHN,2021Q3,2021-09-30,2021,3,406.32778981103144,270.8858947316801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-30
AUS,CHN,2021Q4,2021-12-31,2021,4,444.145,296.0975,,,,,,,,,,,,,,,999999.0,2960.97,592.19,1421.7,2734.04,25000000.0,1400000000.0,1.33122426,67524.270674,1364423.31,52565.933261,1752688.161,1532854.584,25.9564175,279420552.82,374899439.39,3.25,5.57,6.44897518,12492.984972,24939233.49,17483.582396,17820459.34,15437908.72,1426.437267,2419607092.09,3383435785.34,5.61,6.39,2021-12-31
AUS,CHN,2022Q1,2022-03-31,2022,1,406.60596407097887,271.0713490348751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-31
AUS,CHN,2022Q2,2022-06-30,2022,2,322.5157226607577,215.0109035773758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-30
AUS,CHN,2022Q3,2022-09-30,2022,3,236.9044956478509,157.93646257186705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-30
AUS,CHN,2022Q4,2022-12-31,2022,4,197.85,131.9,,,,,,,,,,,,,,,999999.0,1318.99,263.8,1300.45,2500.86,25000000.0,1400000000.0,1.441664459,67805.736689,1405587.798,53646.373402,1776577.056,1579100.624,26.2009845,3837070000.0,2558060000.0,,,6.737158112,12547.038618,25684612.7,18022.018599,17881783.09,15899314.09,1425.179569,12269820000.0,8410469999.999999,,,2022-12-31
AUS,CHN,2023Q1,2023-03-31,2023,1,199.0694568874882,132.71295876529817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-31
AUS,CHN,2023Q2,2023-06-30,2023,2,207.76915432574924,138.51266793127294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-30
AUS,CHN,2023Q3,2023-09-30,2023,3,231.88508689486576,154.58970924905594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-30
