country_code,Country,year,indicator_name,series,value
ARE,United Arab Emirates,2010,REER,PX.REX.REER,
ARE,United Arab Emirates,2010,TRADE_GDP,NE.TRD.GNFS.ZS,135.485709128426
ARE,United Arab Emirates,2011,GDP_CURRENT,NY.GDP.MKTP.CD,368881143635.126
ARE,United Arab Emirates,2011,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,6.73646786920814
ARE,United Arab Emirates,2011,INFLATION,FP.CPI.TOTL.ZG,0.87734659568512
ARE,United Arab Emirates,2011,REER,PX.REX.REER,
ARE,United Arab Emirates,2011,TRADE_GDP,NE.TRD.GNFS.ZS,144.176786868982
ARE,United Arab Emirates,2012,GDP_CURRENT,NY.GDP.MKTP.CD,392793464942.138
ARE,United Arab Emirates,2012,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,4.6832657020049
ARE,United Arab Emirates,2012,INFLATION,FP.CPI.TOTL.ZG,0.662268900269009
ARE,United Arab Emirates,2012,REER,PX.REX.REER,
ARE,United Arab Emirates,2012,TRADE_GDP,NE.TRD.GNFS.ZS,156.637694501481
ARE,United Arab Emirates,2013,GDP_CURRENT,NY.GDP.MKTP.CD,409632675289.313
ARE,United Arab Emirates,2013,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,4.91847806719888
ARE,United Arab Emirates,2013,INFLATION,FP.CPI.TOTL.ZG,1.1011183637571
ARE,United Arab Emirates,2013,REER,PX.REX.REER,
ARE,United Arab Emirates,2013,TRADE_GDP,NE.TRD.GNFS.ZS,157.398083989641
ARE,United Arab Emirates,2014,GDP_CURRENT,NY.GDP.MKTP.CD,424935874744.724
ARE,United Arab Emirates,2014,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,4.63288144983127
ARE,United Arab Emirates,2014,INFLATION,FP.CPI.TOTL.ZG,2.34626865671643
ARE,United Arab Emirates,2014,REER,PX.REX.REER,
ARE,United Arab Emirates,2014,TRADE_GDP,NE.TRD.GNFS.ZS,159.515615057764
ARE,United Arab Emirates,2015,GDP_CURRENT,NY.GDP.MKTP.CD,381973042886.317
ARE,United Arab Emirates,2015,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,7.08767348587587
ARE,United Arab Emirates,2015,INFLATION,FP.CPI.TOTL.ZG,4.06996608361593
ARE,United Arab Emirates,2015,REER,PX.REX.REER,
ARE,United Arab Emirates,2015,TRADE_GDP,NE.TRD.GNFS.ZS,164.286182737903
ARE,United Arab Emirates,2016,GDP_CURRENT,NY.GDP.MKTP.CD,381717086453.37
ARE,United Arab Emirates,2016,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,5.65793329224303
ARE,United Arab Emirates,2016,INFLATION,FP.CPI.TOTL.ZG,1.61748808904198
ARE,United Arab Emirates,2016,REER,PX.REX.REER,
ARE,United Arab Emirates,2016,TRADE_GDP,NE.TRD.GNFS.ZS,165.39501917458
ARE,United Arab Emirates,2017,GDP_CURRENT,NY.GDP.MKTP.CD,403365010211.028
ARE,United Arab Emirates,2017,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,-1.06137661464977
ARE,United Arab Emirates,2017,INFLATION,FP.CPI.TOTL.ZG,1.96682557818842
ARE,United Arab Emirates,2017,REER,PX.REX.REER,
ARE,United Arab Emirates,2017,TRADE_GDP,NE.TRD.GNFS.ZS,165.476542469815
ARE,United Arab Emirates,2018,GDP_CURRENT,NY.GDP.MKTP.CD,440560108917.631
ARE,United Arab Emirates,2018,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,1.53716683173516
ARE,United Arab Emirates,2018,INFLATION,FP.CPI.TOTL.ZG,3.06863379251997
ARE,United Arab Emirates,2018,REER,PX.REX.REER,
ARE,United Arab Emirates,2018,TRADE_GDP,NE.TRD.GNFS.ZS,154.747005019293
ARE,United Arab Emirates,2019,GDP_CURRENT,NY.GDP.MKTP.CD,433926208304.969
ARE,United Arab Emirates,2019,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,1.27134240761141
ARE,United Arab Emirates,2019,INFLATION,FP.CPI.TOTL.ZG,-1.93108114782173
ARE,United Arab Emirates,2019,REER,PX.REX.REER,
ARE,United Arab Emirates,2019,TRADE_GDP,NE.TRD.GNFS.ZS,163.822152944853
ARE,United Arab Emirates,2020,GDP_CURRENT,NY.GDP.MKTP.CD,357161878829.135
ARE,United Arab Emirates,2020,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,-8.69342617885171
ARE,United Arab Emirates,2020,INFLATION,FP.CPI.TOTL.ZG,-2.07940317940944
ARE,United Arab Emirates,2020,REER,PX.REX.REER,
ARE,United Arab Emirates,2020,TRADE_GDP,NE.TRD.GNFS.ZS,181.29188817064
ARE,United Arab Emirates,2021,GDP_CURRENT,NY.GDP.MKTP.CD,422441388699.796
ARE,United Arab Emirates,2021,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,4.55278571242283
ARE,United Arab Emirates,2021,INFLATION,FP.CPI.TOTL.ZG,0.179935336174431
ARE,United Arab Emirates,2021,REER,PX.REX.REER,
ARE,United Arab Emirates,2021,TRADE_GDP,NE.TRD.GNFS.ZS,182.909355066597
ARE,United Arab Emirates,2022,GDP_CURRENT,NY.GDP.MKTP.CD,511403403675.97
ARE,United Arab Emirates,2022,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,7.51448425801082
ARE,United Arab Emirates,2022,INFLATION,FP.CPI.TOTL.ZG,5.29122604376849
ARE,United Arab Emirates,2022,REER,PX.REX.REER,
ARE,United Arab Emirates,2022,TRADE_GDP,NE.TRD.GNFS.ZS,185.741660982819
ARE,United Arab Emirates,2023,GDP_CURRENT,NY.GDP.MKTP.CD,522622191967.325
ARE,United Arab Emirates,2023,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,4.30118228020602
ARE,United Arab Emirates,2023,INFLATION,FP.CPI.TOTL.ZG,1.62670837213248
ARE,United Arab Emirates,2023,REER,PX.REX.REER,
ARE,United Arab Emirates,2023,TRADE_GDP,NE.TRD.GNFS.ZS,199.044979237546
ARE,United Arab Emirates,2024,GDP_CURRENT,NY.GDP.MKTP.CD,552324846834.581
ARE,United Arab Emirates,2024,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,3.99180705485398
ARE,United Arab Emirates,2024,INFLATION,FP.CPI.TOTL.ZG,1.66336510224894
ARE,United Arab Emirates,2024,REER,PX.REX.REER,
ARE,United Arab Emirates,2024,TRADE_GDP,NE.TRD.GNFS.ZS,
ARG,Argentina,2005,GDP_CURRENT,NY.GDP.MKTP.CD,198737095012.282
ARG,Argentina,2005,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,8.85165992013437
ARG,Argentina,2005,INFLATION,FP.CPI.TOTL.ZG,
ARG,Argentina,2005,REER,PX.REX.REER,
ARG,Argentina,2005,TRADE_GDP,NE.TRD.GNFS.ZS,40.5512709706238
ARG,Argentina,2006,GDP_CURRENT,NY.GDP.MKTP.CD,232557260817.308
ARG,Argentina,2006,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,8.04715150043027
ARG,Argentina,2006,INFLATION,FP.CPI.TOTL.ZG,
ARG,Argentina,2006,REER,PX.REX.REER,
ARG,Argentina,2006,TRADE_GDP,NE.TRD.GNFS.ZS,40.4334798719151
ARG,Argentina,2007,GDP_CURRENT,NY.GDP.MKTP.CD,287530508430.568
ARG,Argentina,2007,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,9.00765087504757
ARG,Argentina,2007,INFLATION,FP.CPI.TOTL.ZG,
ARG,Argentina,2007,REER,PX.REX.REER,
ARG,Argentina,2007,TRADE_GDP,NE.TRD.GNFS.ZS,40.945170618571
ARG,Argentina,2008,GDP_CURRENT,NY.GDP.MKTP.CD,361558037110.419
ARG,Argentina,2008,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,4.05723310346406
ARG,Argentina,2008,INFLATION,FP.CPI.TOTL.ZG,
ARG,Argentina,2008,REER,PX.REX.REER,
ARG,Argentina,2008,TRADE_GDP,NE.TRD.GNFS.ZS,40.4026733790382
ARG,Argentina,2009,GDP_CURRENT,NY.GDP.MKTP.CD,332976484577.619
ARG,Argentina,2009,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,-5.91852507634947
ARG,Argentina,2009,INFLATION,FP.CPI.TOTL.ZG,
ARG,Argentina,2009,REER,PX.REX.REER,
ARG,Argentina,2009,TRADE_GDP,NE.TRD.GNFS.ZS,34.0571269054879
ARG,Argentina,2010,GDP_CURRENT,NY.GDP.MKTP.CD,423627422092.49
ARG,Argentina,2010,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,10.1253981561002
ARG,Argentina,2010,INFLATION,FP.CPI.TOTL.ZG,
ARG,Argentina,2010,REER,PX.REX.REER,
ARG,Argentina,2010,TRADE_GDP,NE.TRD.GNFS.ZS,34.9710132635696
ARG,Argentina,2011,GDP_CURRENT,NY.GDP.MKTP.CD,530158122010.442
ARG,Argentina,2011,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,6.00395169280579
ARG,Argentina,2011,INFLATION,FP.CPI.TOTL.ZG,
ARG,Argentina,2011,REER,PX.REX.REER,
ARG,Argentina,2011,TRADE_GDP,NE.TRD.GNFS.ZS,35.2061549999644
ARG,Argentina,2012,GDP_CURRENT,NY.GDP.MKTP.CD,545982375701.128
ARG,Argentina,2012,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,-1.0264204544321
ARG,Argentina,2012,INFLATION,FP.CPI.TOTL.ZG,
ARG,Argentina,2012,REER,PX.REX.REER,
ARG,Argentina,2012,TRADE_GDP,NE.TRD.GNFS.ZS,30.5265423717108
ARG,Argentina,2013,GDP_CURRENT,NY.GDP.MKTP.CD,552025140252.246
ARG,Argentina,2013,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,2.40532378079436
ARG,Argentina,2013,INFLATION,FP.CPI.TOTL.ZG,
ARG,Argentina,2013,REER,PX.REX.REER,
ARG,Argentina,2013,TRADE_GDP,NE.TRD.GNFS.ZS,29.3339290021037
ARG,Argentina,2014,GDP_CURRENT,NY.GDP.MKTP.CD,526319673731.638
ARG,Argentina,2014,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,-2.51261532081394
ARG,Argentina,2014,INFLATION,FP.CPI.TOTL.ZG,
ARG,Argentina,2014,REER,PX.REX.REER,
ARG,Argentina,2014,TRADE_GDP,NE.TRD.GNFS.ZS,28.4067936452275
ARG,Argentina,2015,GDP_CURRENT,NY.GDP.MKTP.CD,594749285413.212
ARG,Argentina,2015,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,2.73115982828944
ARG,Argentina,2015,INFLATION,FP.CPI.TOTL.ZG,
ARG,Argentina,2015,REER,PX.REX.REER,
ARG,Argentina,2015,TRADE_GDP,NE.TRD.GNFS.ZS,22.4862260889792
ARG,Argentina,2016,GDP_CURRENT,NY.GDP.MKTP.CD,557532320662.955
ARG,Argentina,2016,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,-2.08032784377811
ARG,Argentina,2016,INFLATION,FP.CPI.TOTL.ZG,
ARG,Argentina,2016,REER,PX.REX.REER,
ARG,Argentina,2016,TRADE_GDP,NE.TRD.GNFS.ZS,26.0938878488799
ARG,Argentina,2017,GDP_CURRENT,NY.GDP.MKTP.CD,643628393281.364
ARG,Argentina,2017,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,2.81850297775918
ARG,Argentina,2017,INFLATION,FP.CPI.TOTL.ZG,
ARG,Argentina,2017,REER,PX.REX.REER,
ARG,Argentina,2017,TRADE_GDP,NE.TRD.GNFS.ZS,25.2896011376779
ARG,Argentina,2018,GDP_CURRENT,NY.GDP.MKTP.CD,524819892360.176
ARG,Argentina,2018,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,-2.61739646282038
ARG,Argentina,2018,INFLATION,FP.CPI.TOTL.ZG,34.2772237131003
ARG,Argentina,2018,REER,PX.REX.REER,
ARG,Argentina,2018,TRADE_GDP,NE.TRD.GNFS.ZS,30.7625359549926
ARG,Argentina,2019,GDP_CURRENT,NY.GDP.MKTP.CD,447754683615.225
ARG,Argentina,2019,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,-2.00086100285785
ARG,Argentina,2019,INFLATION,FP.CPI.TOTL.ZG,53.5483043492339
ARG,Argentina,2019,REER,PX.REX.REER,
ARG,Argentina,2019,TRADE_GDP,NE.TRD.GNFS.ZS,32.6306150458499
ARG,Argentina,2020,GDP_CURRENT,NY.GDP.MKTP.CD,385740508436.965
ARG,Argentina,2020,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,-9.9004848136464
ARG,Argentina,2020,INFLATION,FP.CPI.TOTL.ZG,42.0150947376509
ARG,Argentina,2020,REER,PX.REX.REER,
ARG,Argentina,2020,TRADE_GDP,NE.TRD.GNFS.ZS,30.203698807416
ARG,Argentina,2021,GDP_CURRENT,NY.GDP.MKTP.CD,486564085480.036
ARG,Argentina,2021,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,10.4418119882506
ARG,Argentina,2021,INFLATION,FP.CPI.TOTL.ZG,48.4093786255199
ARG,Argentina,2021,REER,PX.REX.REER,
ARG,Argentina,2021,TRADE_GDP,NE.TRD.GNFS.ZS,33.078689567466
ARG,Argentina,2022,GDP_CURRENT,NY.GDP.MKTP.CD,633993756301.08
ARG,Argentina,2022,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,6.02074537534855
ARG,Argentina,2022,INFLATION,FP.CPI.TOTL.ZG,72.430757531824
ARG,Argentina,2022,REER,PX.REX.REER,
ARG,Argentina,2022,TRADE_GDP,NE.TRD.GNFS.ZS,31.5801792606256
ARG,Argentina,2023,GDP_CURRENT,NY.GDP.MKTP.CD,649461687959.174
ARG,Argentina,2023,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,-1.85578803046339
ARG,Argentina,2023,INFLATION,FP.CPI.TOTL.ZG,133.488935594175
ARG,Argentina,2023,REER,PX.REX.REER,
ARG,Argentina,2023,TRADE_GDP,NE.TRD.GNFS.ZS,26.6769512482215
ARG,Argentina,2024,GDP_CURRENT,NY.GDP.MKTP.CD,638365455340.04
ARG,Argentina,2024,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,-1.34293072157739
ARG,Argentina,2024,INFLATION,FP.CPI.TOTL.ZG,219.883929014578
ARG,Argentina,2024,REER,PX.REX.REER,
ARG,Argentina,2024,TRADE_GDP,NE.TRD.GNFS.ZS,27.929760849367
AUS,Australia,2005,GDP_CURRENT,NY.GDP.MKTP.CD,696811489612.816
AUS,Australia,2005,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,3.15548121323168
AUS,Australia,2005,INFLATION,FP.CPI.TOTL.ZG,2.69183168316832
AUS,Australia,2005,REER,PX.REX.REER,87.9649961872927
AUS,Australia,2005,TRADE_GDP,NE.TRD.GNFS.ZS,39.0978822564811
AUS,Australia,2006,GDP_CURRENT,NY.GDP.MKTP.CD,749708370332.989
AUS,Australia,2006,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,2.7709261737475
AUS,Australia,2006,INFLATION,FP.CPI.TOTL.ZG,3.55528773727026
AUS,Australia,2006,REER,PX.REX.REER,87.239520020069
AUS,Australia,2006,TRADE_GDP,NE.TRD.GNFS.ZS,41.4878923489153
AUS,Australia,2007,GDP_CURRENT,NY.GDP.MKTP.CD,856603595823.192
AUS,Australia,2007,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,3.78947119882653
AUS,Australia,2007,INFLATION,FP.CPI.TOTL.ZG,2.32761128891476
AUS,Australia,2007,REER,PX.REX.REER,92.3332185535835
AUS,Australia,2007,TRADE_GDP,NE.TRD.GNFS.ZS,41.9297451276561
AUS,Australia,2008,GDP_CURRENT,NY.GDP.MKTP.CD,1058448244063.77
AUS,Australia,2008,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,3.62398503565633
AUS,Australia,2008,INFLATION,FP.CPI.TOTL.ZG,4.35029854990048
AUS,Australia,2008,REER,PX.REX.REER,90.3741575443623
AUS,Australia,2008,TRADE_GDP,NE.TRD.GNFS.ZS,42.7522207880308
AUS,Australia,2009,GDP_CURRENT,NY.GDP.MKTP.CD,931761689770.843
AUS,Australia,2009,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,1.95484826298522
AUS,Australia,2009,INFLATION,FP.CPI.TOTL.ZG,1.77111716621254
AUS,Australia,2009,REER,PX.REX.REER,87.5933776910954
AUS,Australia,2009,TRADE_GDP,NE.TRD.GNFS.ZS,45.5936120867789
AUS,Australia,2010,GDP_CURRENT,NY.GDP.MKTP.CD,1152566632022.13
AUS,Australia,2010,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,2.21004795300735
AUS,Australia,2010,INFLATION,FP.CPI.TOTL.ZG,2.91834002677376
AUS,Australia,2010,REER,PX.REX.REER,100.0
AUS,Australia,2010,TRADE_GDP,NE.TRD.GNFS.ZS,40.3905070860606
AUS,Australia,2011,GDP_CURRENT,NY.GDP.MKTP.CD,1402939868653.4
AUS,Australia,2011,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,2.39473494330615
AUS,Australia,2011,INFLATION,FP.CPI.TOTL.ZG,3.3038501560874
AUS,Australia,2011,REER,PX.REX.REER,106.963721224508
AUS,Australia,2011,TRADE_GDP,NE.TRD.GNFS.ZS,41.7219860149689
AUS,Australia,2012,GDP_CURRENT,NY.GDP.MKTP.CD,1552728401401.58
AUS,Australia,2012,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,3.95247138119184
AUS,Australia,2012,INFLATION,FP.CPI.TOTL.ZG,1.76278015613196
AUS,Australia,2012,REER,PX.REX.REER,109.02325697995
AUS,Australia,2012,TRADE_GDP,NE.TRD.GNFS.ZS,43.0198495527558
AUS,Australia,2013,GDP_CURRENT,NY.GDP.MKTP.CD,1583737461925.39
AUS,Australia,2013,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,2.65445302592404
AUS,Australia,2013,INFLATION,FP.CPI.TOTL.ZG,2.4498886414254
AUS,Australia,2013,REER,PX.REX.REER,103.475494468156
AUS,Australia,2013,TRADE_GDP,NE.TRD.GNFS.ZS,41.100511881056
AUS,Australia,2014,GDP_CURRENT,NY.GDP.MKTP.CD,1474677007565.64
AUS,Australia,2014,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,2.60118978187332
AUS,Australia,2014,INFLATION,FP.CPI.TOTL.ZG,2.48792270531404
AUS,Australia,2014,REER,PX.REX.REER,98.3406468530829
AUS,Australia,2014,TRADE_GDP,NE.TRD.GNFS.ZS,42.2993095385282
AUS,Australia,2015,GDP_CURRENT,NY.GDP.MKTP.CD,1356805839935.9
AUS,Australia,2015,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,2.16434780647852
AUS,Australia,2015,INFLATION,FP.CPI.TOTL.ZG,1.50836672165921
AUS,Australia,2015,REER,PX.REX.REER,89.8199020953527
AUS,Australia,2015,TRADE_GDP,NE.TRD.GNFS.ZS,41.4947506939901
AUS,Australia,2016,GDP_CURRENT,NY.GDP.MKTP.CD,1211588128417.61
AUS,Australia,2016,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,2.75564065529868
AUS,Australia,2016,INFLATION,FP.CPI.TOTL.ZG,1.27699094497324
AUS,Australia,2016,REER,PX.REX.REER,91.0015772786714
AUS,Australia,2016,TRADE_GDP,NE.TRD.GNFS.ZS,40.813402217321
AUS,Australia,2017,GDP_CURRENT,NY.GDP.MKTP.CD,1330890554614.09
AUS,Australia,2017,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,2.29331030192918
AUS,Australia,2017,INFLATION,FP.CPI.TOTL.ZG,1.94864740944527
AUS,Australia,2017,REER,PX.REX.REER,93.782196273617
AUS,Australia,2017,TRADE_GDP,NE.TRD.GNFS.ZS,42.0354135251854
AUS,Australia,2018,GDP_CURRENT,NY.GDP.MKTP.CD,1433144978761.67
AUS,Australia,2018,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,2.87417039499501
AUS,Australia,2018,INFLATION,FP.CPI.TOTL.ZG,1.91140094445691
AUS,Australia,2018,REER,PX.REX.REER,89.96440669931
AUS,Australia,2018,TRADE_GDP,NE.TRD.GNFS.ZS,43.5732253645218
AUS,Australia,2019,GDP_CURRENT,NY.GDP.MKTP.CD,1398349602956.35
AUS,Australia,2019,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,2.19401703622717
AUS,Australia,2019,INFLATION,FP.CPI.TOTL.ZG,1.61076787290379
AUS,Australia,2019,REER,PX.REX.REER,86.0299593645103
AUS,Australia,2019,TRADE_GDP,NE.TRD.GNFS.ZS,46.0016827052171
AUS,Australia,2020,GDP_CURRENT,NY.GDP.MKTP.CD,1333336461648.09
AUS,Australia,2020,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,-0.133531904304775
AUS,Australia,2020,INFLATION,FP.CPI.TOTL.ZG,0.846905537459305
AUS,Australia,2020,REER,PX.REX.REER,85.3301171511249
AUS,Australia,2020,TRADE_GDP,NE.TRD.GNFS.ZS,44.499564103879
AUS,Australia,2021,GDP_CURRENT,NY.GDP.MKTP.CD,1560617493202.69
AUS,Australia,2021,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,2.00694844335034
AUS,Australia,2021,INFLATION,FP.CPI.TOTL.ZG,2.86391042204994
AUS,Australia,2021,REER,PX.REX.REER,90.5389623680996
AUS,Australia,2021,TRADE_GDP,NE.TRD.GNFS.ZS,40.2022359390595
AUS,Australia,2022,GDP_CURRENT,NY.GDP.MKTP.CD,1695627535475.8
AUS,Australia,2022,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,4.25304559238732
AUS,Australia,2022,INFLATION,FP.CPI.TOTL.ZG,6.59409671341846
AUS,Australia,2022,REER,PX.REX.REER,91.1046343120027
AUS,Australia,2022,TRADE_GDP,NE.TRD.GNFS.ZS,45.6946418805752
AUS,Australia,2023,GDP_CURRENT,NY.GDP.MKTP.CD,1734451264655.6
AUS,Australia,2023,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,3.58382100798981
AUS,Australia,2023,INFLATION,FP.CPI.TOTL.ZG,5.5970149253731
AUS,Australia,2023,REER,PX.REX.REER,90.367867558353
AUS,Australia,2023,TRADE_GDP,NE.TRD.GNFS.ZS,49.044339318428
AUS,Australia,2024,GDP_CURRENT,NY.GDP.MKTP.CD,1757022451652.83
AUS,Australia,2024,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,1.37340773365975
AUS,Australia,2024,INFLATION,FP.CPI.TOTL.ZG,3.1616142830575
AUS,Australia,2024,REER,PX.REX.REER,92.0484311751999
AUS,Australia,2024,TRADE_GDP,NE.TRD.GNFS.ZS,47.1453811065195
BGD,Bangladesh,2005,GDP_CURRENT,NY.GDP.MKTP.CD,69476001239.419
BGD,Bangladesh,2005,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,6.53594493875502
BGD,Bangladesh,2005,INFLATION,FP.CPI.TOTL.ZG,7.04661816222039
BGD,Bangladesh,2005,REER,PX.REX.REER,
BGD,Bangladesh,2005,TRADE_GDP,NE.TRD.GNFS.ZS,34.396934864465
BGD,Bangladesh,2006,GDP_CURRENT,NY.GDP.MKTP.CD,71795736172.1561
BGD,Bangladesh,2006,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,6.67190498576788
BGD,Bangladesh,2006,INFLATION,FP.CPI.TOTL.ZG,6.76526117054757
BGD,Bangladesh,2006,REER,PX.REX.REER,
BGD,Bangladesh,2006,TRADE_GDP,NE.TRD.GNFS.ZS,38.1119244325921
BGD,Bangladesh,2007,GDP_CURRENT,NY.GDP.MKTP.CD,79611644974.5571
BGD,Bangladesh,2007,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,7.05859935449848
BGD,Bangladesh,2007,INFLATION,FP.CPI.TOTL.ZG,9.10698496905383
BGD,Bangladesh,2007,REER,PX.REX.REER,
BGD,Bangladesh,2007,TRADE_GDP,NE.TRD.GNFS.ZS,39.9423826531735
BGD,Bangladesh,2008,GDP_CURRENT,NY.GDP.MKTP.CD,91636997370.9772
BGD,Bangladesh,2008,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,6.01378975738535
BGD,Bangladesh,2008,INFLATION,FP.CPI.TOTL.ZG,8.90194489465154
BGD,Bangladesh,2008,REER,PX.REX.REER,
BGD,Bangladesh,2008,TRADE_GDP,NE.TRD.GNFS.ZS,42.6209140325589
BGD,Bangladesh,2009,GDP_CURRENT,NY.GDP.MKTP.CD,102475158190.998
BGD,Bangladesh,2009,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,5.04512479919337
BGD,Bangladesh,2009,INFLATION,FP.CPI.TOTL.ZG,5.42347236174679
BGD,Bangladesh,2009,REER,PX.REX.REER,
BGD,Bangladesh,2009,TRADE_GDP,NE.TRD.GNFS.ZS,40.092796223023
BGD,Bangladesh,2010,GDP_CURRENT,NY.GDP.MKTP.CD,115275540051.262
BGD,Bangladesh,2010,GDP_GROWTH,NY.GDP.MKTP.KD.ZG,5.57178818533122
BGD,Bangladesh,2010,INFLATION,FP.CPI.TOTL.ZG,8.12667639169917
BGD,Bangladesh,2010,REER,PX.REX.REER,
BGD,Bangladesh,2010,TRADE_GDP,NE.TRD.GNFS.ZS,37.8028426708321
BGD,Bangladesh,2011,GDP_CURRENT,NY.GDP.MKTP.CD,128607482310.357
