date_quarterly,year,export_usd,import_usd,trade_value,bilateral_tariff,tariff_reduction,cumulative_reduction,distance_km,contiguity,common_language,gravity_score,reporter_gdp_billion,reporter_population_million,reporter_trade_percent_gdp,partner_gdp_billion,partner_population_million,partner_trade_percent_gdp,hs_code,total_trade,trade_balance,gdp_reporter,gdp_partner,population_reporter,population_partner,rep_exchange_rate,rep_GDP-CAP,rep_gdp_ppp_current_usd,rep_GDP-PPP-CAP,rep_gdp_current_usd,rep_GDP-VOL,rep_population,rep_total_exports_usd_k,rep_total_imports_usd_k,rep_tariff_ahs_weighted,rep_tariff_mfn_weighted,par_exchange_rate,par_GDP-CAP,par_gdp_ppp_current_usd,par_GDP-PPP-CAP,par_gdp_current_usd,par_GDP-VOL,par_population,par_total_exports_usd_k,par_total_imports_usd_k,par_tariff_ahs_weighted,par_tariff_mfn_weighted,reporter_iso,partner_iso,quarter
2020-12-31,2020,342.10625000000005,234.4425,327.3,9.506084990668443,,,2103.0,0.0,0.0,-0.76511201757027,,,,,,,999999.0,4285.09,857.02,3802.82,3042.25,1400000000.0,125000000.0,6.900767269,10299.194171,22996148.41,16125.131589,14687743.56,14235098.29,1426.106093,1943216340.33,2691026163.58,5.98,6.74,106.7745823,40026.961611,5042766.177,39925.453647,5055587.094,4737628.372,126.304543,593173166.59,721069676.57,4.09,6.33,CHN,JPN,4
2021-03-31,2021,336.55269671363,230.97176074209148,,9.385129811457562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHN,JPN,1
2021-06-30,2021,322.60088679740556,222.19893717154557,,9.247325532088865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHN,JPN,2
2021-09-30,2021,304.5323240210187,210.71549769830116,,9.094215324660231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHN,JPN,3
2021-12-31,2021,287.095,199.405,405.4,8.929321707469017,,,2103.0,0.0,0.0,-0.76511201757027,,,,,,,999999.0,3486.6,697.32,1555.09,1244.07,1400000000.0,125000000.0,6.44897518,12492.984972,24939233.49,17483.582396,17820459.34,15437908.72,1426.437267,2419607092.09,3383435785.34,5.61,6.39,109.7543238,40059.256081,5171826.712,41150.970353,5034620.785,4858879.454,125.679338,704318189.05,850187993.81,3.69,6.0,CHN,JPN,4
2022-03-31,2022,271.87832260145984,189.12619770201354,,8.758619550325282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHN,JPN,1
2022-06-30,2022,255.7997354525989,177.9280116174439,,8.5785878909068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHN,JPN,2
2022-09-30,2022,237.69909802308686,165.21834313171615,,8.391037492761697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHN,JPN,3
2022-12-31,2022,216.59125,150.54,388.5,8.2,-1.6000000000000014,1.6000000000000014,2103.0,0.0,0.0,-0.76511201757027,,,,,,,999999.0,2548.56,509.71,1863.6,1490.88,1400000000.0,125000000.0,6.737158112,12547.038618,25684612.7,18022.018599,17881783.09,15899314.09,1425.179569,12269820000.0,8410469999.999999,,,131.4981404,34051.945879,5221204.053,41770.441768,4256410.761,4905268.971,124.997578,9434580000.0,6289690000.0,,,CHN,JPN,4
2023-03-31,2023,191.3879066726495,133.23029406589615,,7.982556796192408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHN,JPN,1
2023-06-30,2023,160.93050266446568,112.41456236143533,,7.714670458021977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHN,JPN,2
2023-09-30,2023,125.87053869916406,88.51752159953156,,7.413297154503202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHN,JPN,3
2023-12-31,2023,87.34625,62.293749999999996,360.5,7.1,-1.0999999999999996,2.700000000000001,2103.0,0.0,0.0,-0.76511201757027,,,,,,,999999.0,836.61,167.32,4928.47,3942.78,1400000000.0,125000000.0,7.083998423,12508.765211,27030519.58,19000.988238,17794780.92,16732458.69,1422.584933,8071820000.0,5573590000.0,,,140.4911001,33874.026624,5321611.072,42788.217198,4212944.753,4999600.361,124.3709465,10194200000.0,6796150000.0,,,CHN,JPN,4
2010-12-31,2010,82.88625,66.8575,206.8,,,,954.0,0.0,0.0,-0.6860663671448287,,,,,,,999999.0,991.15,198.23,3817.93,2290.76,1400000000.0,51000000.0,6.7702690287,4503.8219208,11884961.31,8793.5038005,6087192.374,7357040.383,1351.561514,1333059090.43,1937911681.5,7.09,7.77,1156.46,23450.643722,1705335.547,34967.375184,1143672.241,1315022.521,48.7693325,382807012.58,468903832.31,4.7,5.85,CHN,KOR,4
2011-03-31,2011,68.49313093965046,58.30919344141773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHN,KOR,1
2011-06-30,2011,60.959245861389086,53.8346970549102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHN,KOR,2
2011-09-30,2011,58.14021823267363,52.160430881863775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHN,KOR,3
2011-12-31,2011,57.7375,51.92125,245.6,,,,954.0,0.0,0.0,-0.6860663671448287,,,,,,,999999.0,631.66,126.33,2215.23,1329.14,1400000000.0,51000000.0,6.461461327,5551.5838494,13020073.2,9571.8190294,7551545.623,8059698.454,1360.250665,1616784547.02,2221071164.59,6.3,7.61,1108.233333,25510.881669,1768188.55,35991.723275,1253289.5,1363489.883,49.1276435,457837429.58,550285750.57,4.15,5.98,CHN,KOR,4
2012-03-31,2012,76.29992920540585,64.34822603146176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHN,KOR,1
2012-06-30,2012,117.2345438286807,91.75269282573333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHN,KOR,2
2012-09-30,2012,158.78378871897743,119.56863569956171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHN,KOR,3
2012-12-31,2012,177.715,132.2425,256.3,,,,954.0,0.0,0.0,-0.6860663671448287,,,,,,,999999.0,2223.36,444.67,3470.9,2082.54,1400000000.0,51000000.0,6.3123328268,6230.0521088,14043935.27,10254.634032,8532186.353,8693490.556,1369.520865,1624172572.65,2304480905.73,6.08,7.3,1126.8066667,25767.286475,1810669.827,36505.74955,1278046.574,1396248.149,49.5995795,461077465.08,559096089.75,4.54,6.46,CHN,KOR,4
2013-03-31,2013,174.22513744801043,130.10757608689033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHN,KOR,1
2013-06-30,2013,165.21137124633694,124.56341950735684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHN,KOR,2
2013-09-30,2013,152.97612153925596,116.97131577976745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHN,KOR,3
2013-12-31,2013,140.1175,108.87375,275.7,,,,954.0,0.0,0.0,-0.6860663671448287,,,,,,,999999.0,1716.23,343.25,5387.22,3232.33,1400000000.0,51000000.0,6.195758346,6940.1118887,15134607.87,10974.996099,9570470.1,9368639.773,1379.008041,1748337327.91,2397123775.55,5.94,7.23,1094.9825,27373.698389,1867972.252,37306.347289,1370632.955,1440435.336,50.0711645,466392231.85,582607822.91,4.42,6.56,CHN,KOR,4
2014-03-31,2014,124.99820278063744,99.03234125642783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHN,KOR,1
2014-06-30,2014,105.87141905063245,86.31468831030199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHN,KOR,2
2014-09-30,2014,86.27969974505862,73.13827224517283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHN,KOR,3
2014-12-31,2014,70.14874999999999,62.1825,290.5,,,,954.0,0.0,0.0,-0.6860663671448287,,,,,,,999999.0,768.15,153.63,3657.7,2194.62,1400000000.0,51000000.0,6.143434094,7547.5412128,16258469.72,11714.000231,10475624.71,10064333.83,1387.951972,1741960455.31,2529204919.96,6.01,6.88,1052.84,29373.095942,1927793.2,38144.622628,1484488.526,1486564.611,50.5390555,484579267.53,597335773.89,3.53,5.53,CHN,KOR,4
2015-03-31,2015,56.49785386086907,52.78543389846984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHN,KOR,1
2015-06-30,2015,43.01350216688468,43.422590956723035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHN,KOR,2
2015-09-30,2015,32.641621610325316,36.18508006945136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHN,KOR,3
2015-12-31,2015,28.521250000000002,33.301249999999996,264.8,,,,954.0,0.0,0.0,-0.6860663671448287,,,,,,,999999.0,229.78,45.96,969.98,581.99,1400000000.0,51000000.0,6.227488673,7923.0013247,17403280.43,12465.335176,11061572.91,10772995.68,1396.134174,1537067593.05,2473581490.39,6.15,7.1,1130.9525,28754.932544,1981946.902,38873.967173,1466038.936,1528323.746,50.9839115,432866802.98,552012684.22,3.55,5.93,CHN,KOR,4
2016-03-31,2016,37.19226131408352,38.681011609845335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHN,KOR,1
2016-06-30,2016,57.185286802716135,51.15627393579476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHN,KOR,2
2016-09-30,2016,79.69431180439332,65.37409037842701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHN,KOR,3
2016-12-31,2016,95.215,75.5475,252.4,,,,954.0,0.0,0.0,-0.6860663671448287,,,,,,,999999.0,1113.71,222.74,2841.68,1705.01,1400000000.0,51000000.0,6.6444778294,8000.6364249,18595190.74,13243.941371,11233314.63,11510813.17,1404.052632,1525797542.12,2396469750.69,6.11,6.85,1160.7675,29234.756341,2040352.534,39774.629376,1499679.824,1573361.64,51.297839,412454921.09,529762972.36,3.08,5.34,CHN,KOR,4
2017-03-31,2017,103.83962684169863,81.70595942488211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHN,KOR,1
2017-06-30,2017,111.57485293675678,87.37033351782547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHN,KOR,2
2017-09-30,2017,117.17547244858572,91.5407141454976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHN,KOR,3
2017-12-31,2017,119.31625,93.1525,280.2,,,,954.0,0.0,0.0,-0.6860663671448287,,,,,,,999999.0,1419.55,283.91,3313.42,1988.05,1400000000.0,51000000.0,6.758755086,8716.288978,19887035.12,14080.76508,12310491.94,12310491.94,1412.354727,1787239787.13,2647117289.59,5.5,6.61,1131.000833,31524.406803,2104820.24,40881.194531,1623074.136,1623074.136,51.4862705,475735384.66,613436693.25,3.26,5.72,CHN,KOR,4
2018-03-31,2018,113.26967049739571,89.62853129888427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHN,KOR,1
2018-06-30,2018,98.9993868879307,81.21650845802903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHN,KOR,2
2018-09-30,2018,82.61606468410118,71.32774549180267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHN,KOR,3
2018-12-31,2018,70.72875,63.665,313.1,,,,954.0,0.0,0.0,-0.6860663671448287,,,,,,,999999.0,762.05,152.41,1952.97,1171.78,1400000000.0,51000000.0,6.6159571774,9791.9798119,21229364.47,14960.698014,13894907.05,13141421.97,1419.008956,1987292151.09,2862195428.63,5.57,6.7,1100.1633333,33410.991006,2166015.864,41943.810345,1725373.445,1670263.455,51.640894,510250237.65,654131162.84,3.17,5.84,CHN,KOR,4
2019-03-31,2019,63.32255462094254,58.18076250896586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHN,KOR,1
2019-06-30,2019,56.44702390228082,52.83299726850365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHN,KOR,2
2019-09-30,2019,51.35455600511081,48.75058127972832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHN,KOR,3
2019-12-31,2019,49.378750000000004,47.136250000000004,293.4,9.2,0.0,0.0,954.0,0.0,0.0,-0.6860663671448287,,,,,,,999999.0,478.72,95.74,5772.62,3463.57,1400000000.0,51000000.0,6.9083850099,10031.446596,22526504.19,15824.504415,14279968.45,13944378.67,1423.520358,1924374506.81,2730865804.26,5.44,6.83,1165.3575,31900.553328,2214620.78,42779.851802,1651422.932,1707743.797,51.767846,484505254.22,593957679.71,3.08,5.6,CHN,KOR,4
2020-03-31,2020,53.67551034264754,49.804884854502774,,9.155433985456645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHN,KOR,1
2020-06-30,2020,65.09174658127456,56.933524082109805,,9.092949951840163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHN,KOR,2
2020-09-30,2020,81.61481574035844,67.33172225842155,,9.013069665930416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHN,KOR,3
2020-12-31,2020,100.86999999999999,79.58375,286.7,8.917907039722929,,,954.0,0.0,0.0,-0.6860663671448287,,,,,,,999999.0,1156.93,231.39,2784.62,1670.77,1400000000.0,51000000.0,6.900767269,10299.194171,22996148.41,16125.131589,14687743.56,14235098.29,1426.106093,1943216340.33,2691026163.58,5.98,6.74,1180.265833,31707.692502,2198909.92,42402.127027,1644312.785,1695628.8,51.8584815,466456375.49,580512852.86,2.94,5.36,CHN,KOR,4
2021-03-31,2021,136.24598560902024,103.36023444060241,,8.811489632082726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHN,KOR,1
2021-06-30,2021,190.44382307697805,140.49749897641027,,8.69195909580312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHN,KOR,2
2021-09-30,2021,242.48904862883666,176.10929594127632,,8.560419283874737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHN,KOR,3
2021-12-31,2021,269.90875,194.26,361.9,8.419643855567744,,,954.0,0.0,0.0,-0.6860663671448287,,,,,,,999999.0,3351.46,670.29,2221.01,1332.61,1400000000.0,51000000.0,6.44897518,12492.984972,24939233.49,17483.582396,17820459.34,15437908.72,1426.437267,2419607092.09,3383435785.34,5.61,6.39,1143.951667,35072.099576,2293567.162,44236.02797,1818432.16,1768621.124,51.8483975,599607208.16,731208977.99,2.57,4.98,CHN,KOR,4
2022-03-31,2022,276.82961022337594,197.98796206392274,,8.274456205431534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHN,KOR,1
2022-06-30,2022,282.207602869681,200.844203024291,,8.1216081285604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHN,KOR,2
2022-09-30,2022,285.6948775403092,202.67328191375967,,7.962398510509939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHN,KOR,3
2022-12-31,2022,286.92375000000004,203.31125,355.9,7.8,-1.3999999999999997,1.3999999999999997,954.0,0.0,0.0,-0.6860663671448287,,,,,,,999999.0,3565.98,713.2,4654.01,2792.41,1400000000.0,51000000.0,6.737158112,12547.038618,25684612.7,18022.018599,17881783.09,15899314.09,1425.179569,12269820000.0,8410469999.999999,,,1291.446667,32325.904316,2353490.552,45449.52502,1673916.512,1814829.396,51.7825115,7368370000.0,4912260000.0,,,CHN,KOR,4
2023-03-31,2023,273.84989115192917,194.43581091893157,,7.618232963932858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHN,KOR,1
2023-06-30,2023,238.45474835639575,170.46280047977336,,7.398812139360428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHN,KOR,2
2023-09-30,2023,186.8007763743487,135.59548730898652,,7.154075057777733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHN,KOR,3
2023-12-31,2023,126.07499999999999,94.80000000000001,324.0,6.9,-0.8999999999999995,2.299999999999999,954.0,0.0,0.0,-0.6860663671448287,,,,,,,999999.0,1443.01,288.6,6536.16,3921.69,1400000000.0,51000000.0,7.083998423,12508.765211,27030519.58,19000.988238,17794780.92,16732458.69,1422.584933,8071820000.0,5573590000.0,,,1305.6625,33098.246143,2385421.141,46096.217746,1712792.501,1839451.789,51.748739,8042610000.0,5361740000.0,,,CHN,KOR,4
2010-12-31,2010,169.6475,118.44375,88.1,,,,4702.0,0.0,0.0,-0.8455743229100016,,,,,,,999999.0,2216.63,443.33,2545.67,1323.75,1400000000.0,25000000.0,6.7702690287,4503.8219208,11884961.31,8793.5038005,6087192.374,7357040.383,1351.561514,1333059090.43,1937911681.5,7.09,7.77,1.0901594864,58772.871792,1039914.883,46966.605794,1301324.272,1168287.205,22.1415805,207856459.01,220529973.43,4.51,6.3,CHN,AUS,4
